5, 10011
6, 10011
7, 10011
8, 10011
9, 10011
10, 10011
11, 10011
12, 10011
13, 10011
14, 10011
15, 10011
16, 10011
17, 10011
18, 10011
19, 10011
20, 10011
21, 10011
22, 10011
23, 10011
24, 10111
25, 10110
26, 10110
27, 10110
28, 10110
29, 10110
30, 10110
31, 10110
32, 10110
33, 10110
34, 10110
35, 10110
36, 10110
37, 10110
38, 10110
39, 10110
40, 10110
41, 10110
42, 10110
43, 10110
44, 10110
45, 10110
46, 10110
47, 10110
48, 10110
49, 10110
50, 10110
51, 10110
52, 10110
53, 10110
54, 10110
55, 10110
56, 10110
57, 10110
58, 10110
59, 10110
60, 10110
61, 10110
62, 10110
63, 10110
64, 10110
65, 10110
66, 10110
67, 10110
68, 10110
69, 10110
70, 10110
71, 10110
72, 10110
73, 10110
74, 10110
75, 10110
76, 10110
77, 10110
78, 10110
79, 10110
80, 10110
81, 10110
82, 10110
83, 10110
84, 10110
85, 10110
86, 10110
87, 10110
88, 10110
89, 10110
90, 10110
91, 10110
92, 10010
93, 10011
94, 10011
95, 10011
96, 10011
97, 10011
98, 10011
99, 10011
100, 10011
101, 10011
102, 10011
103, 10011
104, 10011
105, 10011
106, 10011
107, 10011
108, 10011
109, 10011
110, 10011
111, 10011
112, 10011
113, 10011
114, 10011
115, 10011
116, 10011
117, 10011
118, 10011
119, 10011
120, 10011
121, 10011
122, 10011
123, 10011
124, 11011
125, 11011
126, 11011
127, 11011
128, 11011
129, 11011
130, 11011
131, 11011
132, 11011
133, 11011
134, 11011
135, 11011
136, 11011
137, 11011
138, 11011
139, 11011
140, 11011
141, 11011
142, 11011
143, 11011
144, 11011
145, 11011
146, 11011
147, 11011
148, 11011
149, 11011
150, 11011
151, 11011
152, 11011
153, 11011
154, 11011
155, 11011
156, 11011
157, 11011
158, 11011
159, 10011
160, 10011
161, 10011
162, 10011
163, 10011
164, 10011
165, 10011
166, 10011
167, 10011
168, 10011
169, 10011
170, 10011
171, 10011
172, 10011
173, 10011
174, 10011
175, 10011
176, 10111
177, 10110
178, 10110
179, 10110
180, 10110
181, 10110
182, 10110
183, 10110
184, 10110
185, 10110
186, 10110
187, 10110
188, 10110
189, 10110
190, 10110
191, 10110
192, 10110
193, 10110
194, 10110
195, 10110
196, 10110
197, 10110
198, 10110
199, 10110
200, 10110
201, 10110
202, 10110
203, 10110
204, 10110
205, 10110
206, 10110
207, 10110
208, 10110
209, 10110
210, 10110
211, 10110
212, 10110
213, 10110
214, 10110
215, 10110
216, 10110
217, 10110
218, 10110
219, 10110
220, 10110
221, 10110
222, 10110
223, 10110
224, 10110
225, 10110
226, 10110
227, 10110
228, 10110
229, 10110
230, 10110
231, 10110
232, 10110
233, 10110
234, 10110
235, 10110
236, 10110
237, 10110
238, 10110
239, 10110
240, 10110
241, 10110
242, 10110
243, 10110
244, 10110
245, 10110
246, 10110
247, 10110
248, 10110
249, 10110
250, 10110
251, 10110
252, 10110
253, 10110
254, 10110
255, 10110
256, 10110
257, 10110
258, 10110
259, 10110
260, 10110
261, 10110
262, 10110
263, 10110
264, 10110
265, 10110
266, 10110
267, 10110
268, 10110
269, 10110
270, 10110
271, 10110
272, 10110
273, 10110
274, 10110
275, 10110
276, 10110
277, 10110
278, 10110
279, 10110
280, 10110
281, 10110
282, 10110
283, 10110
284, 10110
285, 10110
286, 10110
287, 10110
288, 10110
289, 10110
290, 10110
291, 10110
292, 10110
293, 10110
294, 10010
295, 10011
296, 10011
297, 10011
298, 10011
299, 10011
300, 10011
301, 10011
302, 10011
303, 10011
304, 10111
305, 10110
306, 10110
307, 10110
308, 10110
309, 10110
310, 10110
311, 10110
312, 10110
313, 10110
314, 10110
315, 10110
316, 10110
317, 10110
318, 10110
319, 10110
320, 10110
321, 10110
322, 10110
323, 10110
324, 10110
325, 10110
326, 10110
327, 10110
328, 10110
329, 10110
330, 10110
331, 10110
332, 10110
333, 10110
334, 10110
335, 10110
