SampleSize,Set,Memory_Percentage,Failure_Percentage
100,6,0.851852,0.0416667
100,6,0.76,0
100,6,0.828571,0.194444
100,6,0.83871,0.037037
100,6,0.814815,0.0434783
100,6,0.8125,0.0714286
100,6,0.842105,0
100,6,0.714286,0
100,6,0.777778,0
100,6,0.862069,0
100,6,0.774194,0
100,6,NA,NA
100,6,0.742857,0.037037
100,6,0.714286,0.0740741
100,6,0.777778,0
100,6,0.9,0
100,6,0.833333,0
100,6,0.923077,0
100,6,0.875,0
100,6,0.814815,0.0434783
100,6,0.894737,0
100,6,0.821429,0
100,6,0.891892,0.0294118
100,6,0.852941,0.0333333
100,6,0.875,0
100,7,0.666667,0
100,7,0.695652,0
100,7,0.727273,0
100,7,0.756757,0
100,7,NA,NA
100,7,0.892857,0
100,7,0.833333,0.047619
100,7,0.833333,0
100,7,0.5,0
100,7,0.857143,0
100,7,0.848485,0
100,7,0.851852,0
100,7,0.875,0
100,7,0.730769,0.05
100,7,0.85,0
100,7,0.777778,0
100,7,0.805556,0
100,7,0.814815,0
100,7,0.5,0
100,7,0.9375,0
100,7,0.764706,0.037037
100,7,0.5,0.2
100,7,0.75,0
100,7,0.8,0.0769231
100,7,0.705882,0.04
100,7,0.95,0
100,7,0.875,0
100,7,0.909091,0
100,7,0.923077,0
100,7,0.75,0
100,7,0.833333,0.0384615
100,7,0.8,0
100,7,0.852941,0
100,7,0.8125,0.0714286
100,7,0.863636,0
100,7,0.92,0
100,7,0.814815,0.0434783
100,7,0.825,0
100,7,0.875,0
100,7,0.705882,0.0769231
100,7,0.814815,0.0833333
100,7,0.794118,0
100,7,0.666667,0
100,7,0.789474,0.0625
100,7,0.870968,0.0357143
100,7,0.794118,0
100,7,0.916667,0
100,7,0.75,0
100,7,0.780488,0.030303
100,7,0.777778,0
100,7,0.83871,0
100,7,0.8,0
100,7,0.888889,0
100,7,0.914286,0.030303
100,7,0.8,0.04
100,7,0.868421,0
100,7,0.777778,0.0454545
100,7,0.791667,0
100,7,0.828571,0.0333333
100,7,0.666667,0
100,7,0.914286,0
100,7,0.76,0
100,7,0.78125,0.0384615
100,7,0.740741,0
100,7,0.833333,0.0740741
100,7,0.814815,0
100,7,0.9,0
100,7,0.869565,0
100,7,0.685714,0
100,7,0.8,0
100,7,0.666667,0.25
100,7,0.785714,0
100,7,0.84,0
100,7,0.625,0
100,7,0.724138,0
100,7,0.8,0.989019
100,7,0.8,0.111111
100,7,0.84,0
100,7,0.833333,0
100,7,0.833333,0
100,7,0.861111,0
100,7,0.894737,0
100,7,0.8,0
100,7,0.866667,0
100,7,0.823529,0
100,7,0.909091,0
100,7,0.76,0
100,7,0.694444,0.107143
100,7,1,0
100,7,0.724138,0.0454545
100,7,0.818182,0.0357143
100,7,0.764706,0.037037
100,7,0.83871,0
100,7,NA,NA
100,7,0.88,0
100,7,0.892857,0
100,7,0.772727,0
100,7,0.892857,0
100,7,0.944444,0
100,7,0.757576,0.0384615
100,8,0.75,0
100,8,0.923077,0
100,8,0.862069,0
100,8,0.878788,0
100,8,0.785714,0
100,8,0.916667,0
100,8,0.807692,0
100,8,0.823529,0
100,8,0.794118,0
100,8,0.862069,0
100,8,0.764706,0
100,8,0.884615,0.0416667
100,8,0.833333,0.0384615
100,8,0.9375,0
100,8,0.8,0
100,8,0.896552,0
100,8,0.857143,0
100,8,0.787879,0.133333
100,8,0.852941,0
100,8,0.909091,0
100,8,0.863636,0.05
100,8,0.793103,0.08
100,8,0.794118,0
100,8,0.833333,0
100,8,0.772727,0
100,8,0.9,0.027027
100,8,0.864865,0
100,8,0.884615,0.0416667
100,8,1,0
100,8,0.75,0.0454545
100,8,0.772727,0
100,8,0.884615,0
100,8,0.882353,0.0322581
100,8,0.821429,0.0416667
100,8,0.916667,0
100,8,0.916667,0
100,8,0.842105,0.030303
100,8,0.852941,0.0333333
100,8,0.818182,0
100,8,0.9375,0.0625
100,8,0.84375,0.0357143
100,8,NA,NA
100,8,0.818182,0
100,8,0.807692,0
100,8,0.826087,0
100,8,0.878788,0.0333333
100,8,0.826087,0
100,8,0.944444,0
100,8,0.863636,0
100,8,0.947368,0
100,8,0.757576,0
100,8,0.923077,0
100,8,0.827586,0
100,8,0.9,0
100,8,0.810811,0
100,8,0.833333,0
100,8,0.833333,0.0384615
100,8,0.833333,0.0384615
100,8,0.631579,0
100,8,0.807692,0
100,8,1,0
100,8,0.75,0
100,8,0.8,0
100,8,0.871795,0
100,8,0.83871,0
100,8,0.736842,0
100,8,0.833333,0.0909091
100,8,0.8,0
100,8,0.884615,0
100,8,0.85,0
100,8,0.88,0
100,8,0.857143,0
100,8,0.896552,0
100,8,0.833333,0
100,8,0.833333,0
100,8,0.833333,0
100,8,1,0
100,8,0.75,0.0454545
100,8,0.863636,0
100,8,0.75,0.0526316
100,8,0.870968,0
100,8,0.846154,0
100,8,0.833333,0
100,8,0.666667,0
100,8,0.695652,0.111111
100,8,0.9,0
100,8,0.871795,0
100,8,0.793103,0
100,8,0.769231,0
100,8,0.8,0.0344828
100,8,0.8,0
100,8,0.772727,0
100,8,0.885714,0
100,8,0.666667,0.111111
100,8,0.8125,0.0714286
100,8,0.833333,0
100,8,1,0
100,8,0.75,0
100,8,0.846154,0
100,8,0.868421,0
100,9,0.888889,0
100,9,0.861111,0
100,9,0.793103,0
100,9,0.8,0.0344828
100,9,0.857143,0.0526316
100,9,0.857143,0.04
100,9,0.793103,0
100,9,0.806452,0
100,9,0.846154,0
100,9,0.833333,0.047619
100,9,0.794872,0.03125
100,9,0.9375,0
100,9,0.785714,0
100,9,0.928571,0
100,9,1,0
100,9,0.771429,0.0689655
100,9,0.846154,0
100,9,0.851852,0
100,9,0.84375,0.0357143
100,9,0.6,0.25
100,9,0.791667,0
100,9,0.871795,0.0285714
100,9,0.6,0.142857
100,9,0.851852,0
100,9,0.9,0
100,9,0.764706,0.037037
100,9,0.806452,0
100,9,0.916667,0
100,9,0.95,0.05
100,9,0.9,0
100,9,0.78125,0.0740741
100,9,0.857143,0
100,9,0.84375,0
100,9,NA,NA
100,9,0.695652,0.0588235
100,9,0.866667,0.037037
100,9,0.90625,0
100,9,0.85,0
100,9,0.769231,0
100,9,0.73913,0
100,9,0.787879,0
100,9,0.794118,0.0357143
100,9,0.793103,0
100,9,0.740741,0.259259
100,9,0.833333,0
100,9,0.758621,0.0434783
100,9,0.84375,0
100,9,0.705882,0
100,9,0.785714,0
100,9,0.882353,0
100,9,0.821429,0
100,9,0.857143,0
100,9,0.5,0
100,9,0.903226,0
100,9,0.722222,0.0714286
100,9,0.736842,0
100,9,0.736842,0.0666667
100,9,NA,NA
100,9,0.933333,0
100,9,0.722222,0
100,9,0.6,0.142857
100,9,0.857143,0
100,9,0.83871,0
100,9,0.833333,0.047619
100,9,0.736842,0.0666667
100,9,0.777778,0
100,9,0.862069,0.0384615
100,9,0.846154,0.0434783
100,9,0.85,0
100,9,0.758621,0.0434783
100,9,0.846154,0
100,9,0.837838,0
100,9,0.914286,0
100,9,0.8,0
100,9,0.809524,0
100,9,0.851852,0
100,9,0.75,0.04
100,9,0.833333,0
100,9,1,0
100,9,0.818182,0
100,9,0.870968,0
100,9,0.727273,0
100,9,0.870968,0.0357143
100,9,0.833333,0
100,9,0.823529,0.0344828
100,9,NA,NA
100,9,0.862069,0
100,9,0.911765,0.03125
100,9,0.863636,0
100,9,0.84375,0
100,9,0.787879,0.969662
100,9,0.791667,0
100,9,0.828571,0
100,9,0.791667,0.05
100,9,0.825,0
100,9,0.833333,0.0384615
100,9,0.897436,0
100,9,0.916667,0
100,9,0.777778,0.0454545
100,9,0.75,0
100,10,0.736842,0.0666667
100,10,0.764706,0
100,10,1,0
100,10,0.809524,0
100,10,0.833333,0
100,10,0.827586,0.0769231
100,10,0.857143,0
100,10,0.75,0
100,10,0.782609,0
100,10,0.862069,0
100,10,0.869565,0.047619
100,10,0.818182,0
100,10,0.8,0
100,10,0.827586,0
100,10,NA,NA
100,10,0.714286,0
100,10,1,0
100,10,0.730769,0
100,10,0.923077,0
100,10,0.882353,0.0322581
100,10,0.896552,0
100,10,0.8,0.030303
100,10,0.826087,0
100,10,1,0
100,10,0.727273,0
100,10,0.806452,0
100,10,0.78125,0
100,10,0.8,0
100,10,0.782609,0.0526316
100,10,0.777778,0
100,10,0.757576,0.0384615
100,10,0.818182,0
100,10,0.875,0
100,10,0.833333,0
100,10,0.864865,0.0588235
100,10,0.818182,0.0357143
100,10,0.818182,0
100,10,0.772727,0
100,10,0.914286,0.030303
100,10,0.884615,0
100,10,0.75,0
100,10,0.866667,0.037037
100,10,0.777778,0.0454545
100,10,0.8125,0
100,10,0.852941,0
100,10,0.827586,0
100,10,0.6,0
100,10,0.846154,0.0294118
100,10,0.833333,0
100,10,0.6,0
100,10,0.85,0
100,10,0.8,0
100,10,0.76,0.05
100,10,0.857143,0.04
100,10,0.78125,0.0740741
100,10,0.722222,0
100,10,0.909091,0
100,10,0.857143,0
100,10,0.909091,0.0909091
100,10,0.695652,0
100,10,0.774194,0
100,10,0.891892,0
100,10,0.885714,0
100,10,0.846154,0
100,10,0.730769,0
100,10,0.818182,0
100,10,0.837838,0
100,10,0.807692,0
100,10,0.666667,0
100,10,0.888889,0
100,10,0.84375,0
100,10,0.848485,0
100,10,0.862069,0
100,10,0.764706,0
100,10,0.857143,0
100,10,0.842105,0
100,10,0.833333,0
100,10,0.730769,0
100,10,0.941176,0
100,10,0.818182,0
100,10,0.863636,0
100,10,0.833333,0
100,10,0.875,0.0344828
100,10,0.852941,0.0333333
100,10,0.833333,0
100,10,0.833333,0
100,10,0.888889,0
100,10,0.83871,0
100,10,0.791667,0
100,10,0.888889,0.030303
100,10,0.8,0
100,10,0.764706,0.0714286
100,10,0.833333,0
100,10,0.806452,0.0384615
100,10,0.730769,0.05
100,10,0.833333,0
100,10,0.826087,0
100,10,0.827586,0
100,10,0.9,0
100,10,0.333333,0.333333
100,11,0.631579,0.0769231
100,11,0.75,0
100,11,0.88,0.0434783
100,11,0.833333,0
100,11,0.787879,0
100,11,0.903226,0
100,11,0.75,0
100,11,0.846154,0
100,11,0.805556,0.0645161
100,11,0.931034,0
100,11,0.810811,0
100,11,0.72,0
100,11,0.84375,0.0357143
100,11,0.928571,0
100,11,0.925926,0
100,11,0.85,0
100,11,0.75,0
100,11,0.851852,0.0416667
100,11,0.842105,0
100,11,0.8125,0
100,11,NA,NA
100,11,0.75,0
100,11,0.868421,0
100,11,0.848485,0.0666667
100,11,0.857143,0
100,11,0.785714,0.0434783
100,11,0.742857,0.037037
100,11,0.705882,0
100,11,0.741935,0.08
100,11,0.571429,0
100,11,0.6,0
100,11,0.833333,0
100,11,0.794118,0.0357143
100,11,0.8,0.04
100,11,0.882353,0.0322581
100,11,0.636364,0
100,11,0.75,0.0454545
100,11,0.741935,0
100,11,0.894737,0
100,11,1,0
100,11,0.833333,0.0322581
100,11,0.777778,0
100,11,NA,NA
100,11,0.775,0.0606061
100,11,0.894737,0
100,11,0.705882,0.142857
100,11,0.857143,0.04
100,11,0.769231,0
100,11,0.8,0
100,11,0.736842,0
100,11,0.705882,0
100,11,0.8125,0
100,11,0.774194,0.2
100,11,0.875,0
100,11,0.787879,0.037037
100,11,0.76,0.05
100,11,0.878049,0.027027
100,11,0.9,0
100,11,0.736842,0
100,11,0.882353,0
100,11,0.923077,0
100,11,0.842105,0
100,11,0.85,0
100,11,1,0
100,11,0.73913,0
100,11,0.870968,0
100,11,0.846154,0
100,11,0.896552,0
100,11,0.761905,0.111111
100,11,0.722222,0
100,11,0.791667,0
100,11,0.777778,0.0344828
100,11,0.791667,0
100,11,0.791667,0
100,11,0.809524,0
100,11,0.775,0
100,11,0.333333,0
100,11,0.8125,0.0714286
100,11,0.862069,0
100,11,0.9,0
100,11,0.916667,0
100,11,0.842105,0
100,11,0.90625,0
100,11,0.814815,0.153846
100,11,0.833333,0
100,11,0.827586,0
100,11,0.857143,0
100,11,0.863636,0
100,11,0.846154,0
100,11,0.882353,0
100,11,0.846154,0
100,11,0.777778,0
100,11,0.878788,0
100,11,0.863636,0
100,11,NA,NA
100,11,0.821429,0.0416667
100,11,0.83871,0
100,11,0.5,0
100,11,0.857143,0
100,11,0.875,0
100,12,0.827586,0
100,12,0.84375,0
100,12,0.709677,0
100,12,0.666667,0
100,12,0,NA
100,12,0.769231,0.047619
100,12,0.821429,0.148148
100,12,0.666667,0
100,12,0.894737,0
100,12,0.857143,0
100,12,0.8,0
100,12,0.794872,0
100,12,0.837838,0.03125
100,12,0.705882,0
100,12,0.875,0
100,12,0.689655,0.047619
100,12,0.842105,0
100,12,0.857143,0
100,12,0.578947,0
100,12,0.764706,0
100,12,0.882353,0.0322581
100,12,0.85,0
100,12,0.857143,0.04
100,12,0.866667,0
100,12,0.875,0
100,12,0.888889,0
100,12,0.826087,0
100,12,0.882353,0
100,12,0.814815,0
100,12,0.846154,0
100,12,0.6875,0
100,12,0.8125,0
100,12,0.894737,0
100,12,0.862069,0
100,12,0.861111,0
100,12,0.903226,0
100,12,0.837838,0.03125
100,12,0.888889,0
100,12,0.740741,0.047619
100,12,0.903226,0
100,12,0.848485,0.0344828
100,12,0.846154,0
100,12,0.882353,0
100,12,0.904762,0
100,12,0.761905,0
100,12,0.909091,0
100,12,0.805556,0
100,12,0.8,0
100,12,0.914286,0
100,12,0.837838,0
100,12,0.851852,0
100,12,1,0
100,12,0.861111,0
100,12,0.83871,0
100,12,0.78125,0
100,12,0.918919,0.0285714
100,12,0.772727,0
100,12,0.642857,0
100,12,0.848485,0
100,12,0.833333,0
100,12,0.904762,0
100,12,0.827586,0
100,12,0.823529,0
100,12,0.878788,0
100,12,0.875,0
100,12,0.892857,0
100,12,0.8125,0.0714286
100,12,0.73913,0
100,12,NA,NA
100,12,0.851852,0.0416667
100,12,0.851852,0
100,12,0.833333,0
100,12,0.772727,0
100,12,0.857143,0
100,12,0.842105,0
100,12,0.878788,0
100,12,0.866667,0.037037
100,12,0.9,0
100,12,0.733333,0.0833333
100,12,0.83871,0
100,12,0.727273,0.157895
100,12,0.857143,0
100,12,0.828571,0
100,12,1,0
100,12,0.820513,0
100,12,0.870968,0.0689655
100,12,0.857143,0
100,12,0.884615,0
100,12,0.828571,0.0333333
100,12,0.821429,0
100,12,0.666667,0
100,12,0.83871,0.0714286
100,12,0.703704,0
100,12,0.818182,0
100,12,0.793103,0
100,12,0.870968,0
100,12,0.837838,0
100,12,0.842105,0
100,12,0.758621,0
100,12,0.741935,0.0416667
100,13,0.84375,0
100,13,0.857143,0
100,13,0.764706,0
100,13,0.25,0
100,13,0.8,0.030303
100,13,0.615385,0.111111
100,13,0.916667,0.0434783
100,13,0.863636,0
100,13,0.833333,0
100,13,0.846154,0
100,13,0.806452,0.107143
100,13,0.888889,0
100,13,0.814815,0
100,13,0.809524,0.0555556
100,13,0.869565,0
100,13,0.857143,0
100,13,0.785714,0
100,13,0.8,0
100,13,0.756757,0
100,13,0.833333,0
100,13,NA,NA
100,13,0.888889,0
100,13,0.771429,0.0357143
100,13,0.944444,0
100,13,0.818182,0
100,13,0.833333,0.0740741
100,13,0.820513,0.030303
100,13,0.846154,0
100,13,0.823529,0
100,13,0.666667,0.0769231
100,13,1,0
100,13,0.864865,0
100,13,0.864865,0.030303
100,13,0.931034,0
100,13,0.774194,0.04
100,13,0.8,0
100,13,0.782609,0
100,13,0.846154,0
100,13,0.804878,0
100,13,0.787879,0.0714286
100,13,0.851852,0
100,13,0.892857,0
100,13,0.870968,0
100,13,0.928571,0
100,13,0.833333,0
100,13,0.6,0
100,13,0.818182,0
100,13,0.88,0
100,13,0.848485,0.0344828
100,13,0.870968,0
100,13,0.84375,0.0357143
100,13,0.805556,0
100,13,0.806452,0.0384615
100,13,0.84375,0
100,13,0.885714,0
100,13,0.870968,0
100,13,0.85,0
100,13,0.868421,0
100,13,0.789474,0
100,13,0.933333,0
100,13,0.777778,0.0454545
100,13,1,0
100,13,0.782609,0.0526316
100,13,0.866667,0
100,13,0.692308,0
100,13,0.793103,0
100,13,0.666667,0
100,13,0.791667,0.05
100,13,0.909091,0
100,13,0.875,0
100,13,0.75,0
100,13,0.821429,0
100,13,0.916667,0
100,13,0.857143,0
100,13,0.785714,0.0434783
100,13,0.791667,0
100,13,0.891892,0.0294118
100,13,0.444444,0
100,13,0.823529,0
100,13,0.75,0.04
100,13,1,0
100,13,0.818182,0.0526316
100,13,0.851852,0
100,13,0.826087,0
100,13,0.774194,0
100,13,0.818182,0.0526316
100,13,0.857143,0
100,13,0.852941,0
100,13,0.807692,0.0454545
100,13,0.833333,0
100,13,0.866667,0
100,13,0.758621,0
100,13,1,0
100,13,0.878788,0
100,13,0.925,0
100,13,0.851852,0
100,13,0.794118,0
100,13,0.807692,0.0454545
100,13,0.884615,0
100,13,0.777778,0
100,14,0.833333,0.324324
100,14,0.818182,0.0526316
100,14,0.666667,0
100,14,NA,NA
100,14,0.875,0
100,14,0.848485,0
100,14,0.866667,0.0714286
100,14,0.896552,0
100,14,0.789474,0
100,14,0.75,0
100,14,0.772727,0
100,14,0.96,0
100,14,0.777778,0
100,14,0.789474,0.0625
100,14,0.815789,0
100,14,0.714286,0
100,14,0.875,0
100,14,0.909091,0.047619
100,14,0.869565,0
100,14,0.848485,0
100,14,0.833333,0.0909091
100,14,0.692308,0
100,14,0.8,0
100,14,0.771429,0.875576
100,14,0.793103,0
100,14,0.8,0
100,14,0.888889,0
100,14,0.903226,0.0344828
100,14,0.833333,0
100,14,0.84375,0
100,14,0.736842,0
100,14,0.833333,0
100,14,0.741935,0
100,14,0.956522,0
100,14,0.857143,0.1
100,14,0.88,0.0434783
100,14,NA,NA
100,14,0.791667,0
100,14,0.84,0.0454545
100,14,0.791667,0
100,14,0.884615,0
100,14,0.852941,0
100,14,0.84375,0.0689655
100,14,0.75,0
100,14,0,NA
100,14,0.821429,0
100,14,0.777778,0.0666667
100,14,0.833333,0
100,14,0.777778,0
100,14,0.88,0.0434783
100,14,0.789474,0
100,14,0.818182,0.1
100,14,0.8125,0
100,14,0.825,0
100,14,0.636364,0.125
100,14,0.823529,0.0666667
100,14,0.851852,0
100,14,0.911765,0
100,14,0.787879,0
100,14,0.925926,0
100,14,0.736842,0
100,14,0.814815,0
100,14,0.9,0
100,14,1,0
100,14,0.782609,0
100,14,0.8125,0
100,14,0.8,0
100,14,0.888889,0
100,14,0.75,0.0454545
100,14,0.864865,0
100,14,0.909091,0
100,14,0.807692,0.0454545
100,14,0.810811,0.0322581
100,14,NA,NA
100,14,0.8,0.047619
100,14,0.681818,0.0625
100,14,0.954545,0
100,14,0.84375,0
100,14,0.826087,0
100,14,0.777778,0
100,14,0.821429,0
100,14,0.84,0
100,14,0.806452,0
100,14,0.884615,0
100,14,0.884615,0
100,14,0.864865,0
100,14,0.763158,0
100,14,NA,NA
100,14,0.842105,0.030303
100,14,0.913043,0
100,14,0.833333,0
100,14,0.810811,0
100,14,0.8,0
100,14,0.875,0
100,14,0.806452,0
100,14,1,0
100,14,0.823529,0.0666667
100,14,0.75,0
100,14,0.8,0
100,14,0.827586,0
100,15,0.785714,0
100,15,0.885714,0
100,15,0.761905,0.0588235
100,15,0.828571,0.0645161
100,15,0.5,0
100,15,0.866667,0
100,15,0.84,0
100,15,0.793103,0
100,15,0.95,0
100,15,0.791667,0
100,15,0.6,0
100,15,0.709677,0
100,15,0.869565,0
100,15,0.766667,0
100,15,0.897436,0
100,15,0.733333,0.0833333
100,15,0.75,0.0454545
100,15,0.733333,0.0833333
100,15,0.805556,0.0333333
100,15,0.758621,0
100,15,0.894737,0
100,15,0.681818,0.0625
100,15,0.869565,0
100,15,1,0.166667
100,15,0.818182,0
100,15,0.8,0
100,15,NA,NA
100,15,0.88,0
100,15,0.878788,0
100,15,0.833333,0
100,15,0.852941,0
100,15,0.75,0
100,15,0.888889,0
100,15,0.828571,0
100,15,0.857143,0
100,15,0.827586,0
100,15,0.857143,0
100,15,0.882353,0
100,15,0.8,0
100,15,NA,NA
100,15,0.787879,0.037037
100,15,0.727273,0
100,15,1,0
100,15,0.861111,0
100,15,0.785714,0.0294118
100,15,0.666667,0
100,15,0.705882,0
100,15,0.833333,0
100,15,0.878788,0.0333333
100,15,0.833333,0
100,15,0.88,0
100,15,0.8,0.04
100,15,0.826087,0
100,15,1,0
100,15,0.884615,0
100,15,0.862069,0.0384615
100,15,0.878788,0
100,15,0.75,0
100,15,0.666667,0
100,15,0.820513,0
100,15,0.852941,0.0333333
100,15,0.857143,0
100,15,0.95,0
100,15,0.909091,0
100,15,0.852941,0.0333333
100,15,0.806452,0
100,15,0.742857,0.0714286
100,15,0.945946,0
100,15,0.88,0
100,15,0.902439,0
100,15,0.8,0.047619
100,15,0.888889,0.04
100,15,0.862069,0
100,15,0.684211,0
100,15,0.875,0
100,15,0.862069,0
100,15,0.857143,0
100,15,0.777778,0
100,15,0.942857,0.0294118
100,15,0.806452,0
100,15,0.891892,0
100,15,0.772727,0
100,15,0.931034,0
100,15,0.827586,0.04
100,15,0.826087,0
100,15,0.714286,0
100,15,0.833333,0.0322581
100,15,0.75,0
100,15,0.866667,0
100,15,0.846154,0.0434783
100,15,0.921053,0
100,15,0.722222,0
100,15,0.8,0
100,15,0.333333,0
100,15,0.818182,0
100,15,0.866667,0
100,15,0.852941,0
100,15,0.8,0
100,15,0.903226,0
100,15,1,0
100,16,0.777778,0
100,16,0.83871,0.037037
100,16,0.864865,0.030303
100,16,0.703704,0.24
100,16,0.791667,0
100,16,0.72,0
100,16,0.862069,0
100,16,0.72,0
100,16,0.787879,0
100,16,1,0
100,16,0.83871,0
100,16,0.857143,0
100,16,0.666667,0.12
100,16,0.810811,0
100,16,0.764706,0
100,16,0.833333,0
100,16,0.833333,0
100,16,0.777778,0
100,16,0.823529,0
100,16,0.852941,0.0333333
100,16,0.75,0
100,16,0.764706,0
100,16,0.857143,0
100,16,0.666667,0
100,16,0.828571,0
100,16,0.818182,0
100,16,0.73913,0
100,16,0.740741,0
100,16,0.769231,0.0322581
100,16,0.757576,0
100,16,0.777778,0
100,16,0.820513,0.0588235
100,16,0.75,0
100,16,0.818182,0.0526316
100,16,0.783784,0.0333333
100,16,0.833333,0
100,16,0.861111,0
100,16,0.870968,0
100,16,1,0
100,16,NA,NA
100,16,0.769231,0
100,16,0.851852,0
100,16,0.571429,0
100,16,0.846154,0
100,16,0.8,0.0769231
100,16,0.909091,0.0322581
100,16,0.851852,0
100,16,0.823529,0
100,16,0.85,0.0555556
100,16,0.75,0
100,16,0.84,0.0454545
100,16,0.852941,0.09375
100,16,0.72,0
100,16,0.777778,0
100,16,0.794872,0.03125
100,16,0.764706,0
100,16,0.821429,0
100,16,0.837838,0
100,16,0.92,0
100,16,0.8,0
100,16,0.896552,0
100,16,0.870968,0.0357143
100,16,0.75,0
100,16,0.857143,0
100,16,0.75,0
100,16,0.625,0
100,16,0.868421,0
100,16,0.571429,0
100,16,0.73913,0
100,16,0.736842,0.0666667
100,16,0.805556,0
100,16,0.848485,0.0666667
100,16,0.823529,0.0666667
100,16,0.793103,0
100,16,0.833333,0.0625
100,16,0.84,0
100,16,0.851852,0.0416667
100,16,0.846154,0.0294118
100,16,0.818182,0
100,16,0.761905,0.0588235
100,16,0.863636,0
100,16,0.782609,0
100,16,0.84375,0.0689655
100,16,NA,NA
100,16,0.913043,0
100,16,0.75,0.0625
100,16,0.833333,0
100,16,0.846154,0
100,16,0.852941,0.194444
100,16,0.882353,0
100,16,0.625,0
100,16,0.857143,0.117647
100,16,0.9,0
100,16,0.785714,0
100,16,0.772727,0
100,16,0.851852,0
100,16,0.666667,0
100,16,0.714286,0
100,16,0.833333,0
100,16,0.833333,0
100,17,0.85,0.0285714
100,17,0.925926,0
100,17,0.782609,0
100,17,0.866667,0
100,17,0.818182,0
100,17,0.75,0
100,17,0.837838,0.0606061
100,17,0.833333,0
100,17,0.678571,0.0952381
100,17,0.8,0
100,17,0.846154,0.0833333
100,17,0.869565,0
100,17,0.875,0
100,17,0.875,0
100,17,0.791667,0
100,17,0.85,0
100,17,0.681818,0
100,17,0.826087,0
100,17,0.861111,0
100,17,0.857143,0.04
100,17,0.809524,0
100,17,0.875,0
100,17,0.878788,0.0333333
100,17,0.782609,0
100,17,NA,NA
100,17,0.826087,0.05
100,17,0.857143,0
100,17,0.857143,0.0322581
100,17,0.666667,0
100,17,0.804878,0
100,17,0.862069,0
100,17,0.764706,0
100,17,0.866667,0.037037
100,17,0.764706,0.0714286
100,17,0.827586,0.04
100,17,0.870968,0
100,17,0.823529,0
100,17,0.736842,0
100,17,0.733333,0
100,17,0.72973,0.0357143
100,17,0.733333,0.0434783
100,17,0.705882,0
100,17,0.806452,0.0384615
100,17,0.758621,0
100,17,0.852941,0.0333333
100,17,0.8,0.2
100,17,0.8,0
100,17,0.828571,0
100,17,0.791667,0
100,17,0.916667,0
100,17,1,0
100,17,0.8125,0
100,17,0.945946,0
100,17,0.866667,0
100,17,0.896552,0
100,17,0.782609,0
100,17,0.807692,0
100,17,0.965517,0
100,17,0.8,0
100,17,0.735294,0.0384615
100,17,0.916667,0
100,17,NA,NA
100,17,0.857143,0
100,17,0.83871,0
100,17,0.870968,0
100,17,0.863636,0.05
100,17,0.769231,0.0322581
100,17,0.821429,0
100,17,0.807692,0.0869565
100,17,0.791667,0
100,17,0.9,0
100,17,0.846154,0
100,17,0.769231,0
100,17,0.666667,0
100,17,0.846154,0
100,17,0.827586,0.111111
100,17,0.806452,0
100,17,0.857143,0
100,17,0.818182,0.0357143
100,17,0.823529,0
100,17,0.75,0
100,17,0.828571,0
100,17,0.8,0
100,17,0.85,0
100,17,0.75,0
100,17,0.870968,0.0357143
100,17,0.916667,0.0434783
100,17,0.807692,0
100,17,0.785714,0.153846
100,17,0.571429,0
100,17,1,0
100,17,0.884615,0
100,17,0.666667,0
100,17,NA,NA
100,17,0.8,0
100,17,0.896552,0
100,17,0.8,0
100,17,0.724138,0
100,17,0.75,0.294118
100,17,0.875,0
100,18,0.7,0
100,18,0.952381,0
100,18,0.84375,0.0689655
100,18,0.833333,0
100,18,0.868421,0
100,18,0.827586,0
100,18,0.916667,0
100,18,0.78125,0.0384615
100,18,0.852941,0.0333333
100,18,0.892857,0
100,18,0.888889,0
100,18,0.583333,0
100,18,0.903226,0
100,18,0.833333,0
100,18,0.833333,0
100,18,0.866667,0
100,18,0.83871,0.037037
100,18,0.869565,0.130435
100,18,0.814815,0
100,18,0.862069,0
100,18,0.8,0
100,18,0.777778,0
100,18,0,NA
100,18,0.878788,0
100,18,1,0
100,18,0.5,0
100,18,0.851852,0.0416667
100,18,0.944444,0.0555556
100,18,0.857143,0
100,18,0.897436,0
100,18,0.782609,0
100,18,0.782609,0
100,18,0.814815,0
100,18,0.815789,0
100,18,0.794872,0
100,18,0.818182,0.0357143
100,18,0.805556,0.0645161
100,18,0.75,0.04
100,18,0.904762,0.05
100,18,0.787879,0.037037
100,18,0.916667,0
100,18,0.882353,0
100,18,0.904762,0
100,18,0.909091,0
100,18,0.636364,0.176471
100,18,0.8,0
100,18,0.92,0
100,18,0.774194,0
100,18,1,0
100,18,0.787879,0
100,18,0.857143,0
100,18,0.869565,0
100,18,0.892857,0
100,18,0.84375,0
100,18,0.8,0.0344828
100,18,0.828571,0
100,18,0.92,0.0416667
100,18,0.868421,0
100,18,0.833333,0
100,18,0.8,0
100,18,0.853659,0
100,18,0.871795,0
100,18,0.894737,0
100,18,0.736842,0
100,18,0.73913,0.0555556
100,18,0.761905,0
100,18,0.863636,0
100,18,0.692308,0.0526316
100,18,0.815789,0
100,18,0.83871,0
100,18,0.815789,0
100,18,0.846154,0
100,18,0.764706,0.037037
100,18,0.896552,0
100,18,0.875,0
100,18,0.785714,0
100,18,0.8,0
