SampleSize,Set,Memory_Percentage,Failure_Percentage
90,14,0.789474,0.0625
90,14,0.815789,0
90,14,0.714286,0
90,14,0.875,0
90,14,0.909091,0.047619
90,14,0.869565,0
90,14,0.848485,0
90,14,0.833333,0.0909091
90,14,0.692308,0
90,14,0.8,0
90,14,0.771429,0.875576
90,14,0.793103,0
90,14,0.8,0
90,14,0.888889,0
90,14,0.903226,0.0344828
90,14,0.833333,0
90,14,0.84375,0
90,14,0.736842,0
90,14,0.833333,0
90,14,0.741935,0
90,14,0.956522,0
90,14,0.857143,0.1
90,14,0.88,0.0434783
90,14,NA,NA
90,14,0.791667,0
90,14,0.84,0.0454545
90,14,0.791667,0
90,14,0.884615,0
90,14,0.852941,0
90,14,0.84375,0.0689655
90,14,0.75,0
90,14,0,NA
90,14,0.821429,0
90,14,0.777778,0.0666667
90,14,0.833333,0
90,14,0.777778,0
90,14,0.88,0.0434783
90,14,0.789474,0
90,14,0.818182,0.1
90,14,0.8125,0
90,14,0.825,0
90,14,0.636364,0.125
90,14,0.823529,0.0666667
90,14,0.851852,0
90,14,0.911765,0
90,14,0.787879,0
90,14,0.925926,0
90,14,0.736842,0
90,14,0.814815,0
90,14,0.9,0
90,14,1,0
90,14,0.782609,0
90,14,0.8125,0
90,14,0.8,0
90,14,0.888889,0
90,14,0.75,0.0454545
90,14,0.864865,0
90,14,0.909091,0
90,14,0.807692,0.0454545
90,14,0.810811,0.0322581
90,14,NA,NA
90,14,0.8,0.047619
90,14,0.681818,0.0625
90,14,0.954545,0
90,14,0.84375,0
90,14,0.826087,0
90,14,0.777778,0
90,14,0.821429,0
90,14,0.84,0
90,14,0.806452,0
90,14,0.884615,0
90,14,0.884615,0
90,14,0.864865,0
90,14,0.763158,0
90,14,NA,NA
90,14,0.842105,0.030303
90,14,0.913043,0
90,15,0.785714,0
90,15,0.885714,0
90,15,0.761905,0.0588235
90,15,0.828571,0.0645161
90,15,0.5,0
90,15,0.866667,0
90,15,0.84,0
90,15,0.793103,0
90,15,0.95,0
90,15,0.791667,0
90,15,0.6,0
90,15,0.709677,0
90,15,0.869565,0
90,15,0.766667,0
90,15,0.897436,0
90,15,0.733333,0.0833333
90,15,0.75,0.0454545
90,15,0.733333,0.0833333
90,15,0.805556,0.0333333
90,15,0.758621,0
90,15,0.894737,0
90,15,0.681818,0.0625
90,15,0.869565,0
90,15,1,0.166667
90,15,0.818182,0
90,15,0.8,0
90,15,NA,NA
90,15,0.88,0
90,15,0.878788,0
90,15,0.833333,0
90,15,0.852941,0
90,15,0.75,0
90,15,0.888889,0
90,15,0.828571,0
90,15,0.857143,0
90,15,0.827586,0
90,15,0.857143,0
90,15,0.882353,0
90,15,0.8,0
90,15,NA,NA
90,15,0.787879,0.037037
90,15,0.727273,0
90,15,1,0
90,15,0.861111,0
90,15,0.785714,0.0294118
90,15,0.666667,0
90,15,0.705882,0
90,15,0.833333,0
90,15,0.878788,0.0333333
90,15,0.833333,0
90,15,0.88,0
90,15,0.8,0.04
90,15,0.826087,0
90,15,1,0
90,15,0.884615,0
90,15,0.862069,0.0384615
90,15,0.878788,0
90,15,0.75,0
90,15,0.666667,0
90,15,0.820513,0
90,15,0.852941,0.0333333
90,15,0.857143,0
90,15,0.95,0
90,15,0.909091,0
90,15,0.852941,0.0333333
90,15,0.806452,0
90,15,0.742857,0.0714286
90,15,0.945946,0
90,15,0.88,0
90,15,0.902439,0
90,15,0.8,0.047619
90,15,0.888889,0.04
90,15,0.862069,0
90,15,0.684211,0
90,15,0.875,0
90,15,0.862069,0
90,15,0.857143,0
90,15,0.777778,0
90,15,0.942857,0.0294118
90,15,0.806452,0
90,15,0.891892,0
90,15,0.772727,0
90,15,0.931034,0
90,15,0.827586,0.04
90,15,0.826087,0
90,15,0.714286,0
90,15,0.833333,0.0322581
90,15,0.75,0
90,15,0.866667,0
90,15,0.846154,0.0434783
90,16,0.777778,0
90,16,0.83871,0.037037
90,16,0.864865,0.030303
90,16,0.703704,0.24
90,16,0.791667,0
90,16,0.72,0
90,16,0.862069,0
90,16,0.72,0
90,16,0.787879,0
90,16,1,0
90,16,0.83871,0
90,16,0.857143,0
90,16,0.666667,0.12
90,16,0.810811,0
90,16,0.764706,0
90,16,0.833333,0
90,16,0.833333,0
90,16,0.777778,0
90,16,0.823529,0
90,16,0.852941,0.0333333
90,16,0.75,0
90,16,0.764706,0
90,16,0.857143,0
90,16,0.666667,0
90,16,0.828571,0
90,16,0.818182,0
90,16,0.73913,0
90,16,0.740741,0
90,16,0.769231,0.0322581
90,16,0.757576,0
90,16,0.777778,0
90,16,0.820513,0.0588235
90,16,0.75,0
90,16,0.818182,0.0526316
90,16,0.783784,0.0333333
90,16,0.833333,0
90,16,0.861111,0
90,16,0.870968,0
90,16,1,0
90,16,NA,NA
90,16,0.769231,0
90,16,0.851852,0
90,16,0.571429,0
90,16,0.846154,0
90,16,0.8,0.0769231
90,16,0.909091,0.0322581
90,16,0.851852,0
90,16,0.823529,0
90,16,0.85,0.0555556
90,16,0.75,0
90,16,0.84,0.0454545
90,16,0.852941,0.09375
90,16,0.72,0
90,16,0.777778,0
90,16,0.794872,0.03125
90,16,0.764706,0
90,16,0.821429,0
90,16,0.837838,0
90,16,0.92,0
90,16,0.8,0
90,16,0.896552,0
90,16,0.870968,0.0357143
90,16,0.75,0
90,16,0.857143,0
90,16,0.75,0
90,16,0.625,0
90,16,0.868421,0
90,16,0.571429,0
90,16,0.73913,0
90,16,0.736842,0.0666667
90,16,0.805556,0
90,16,0.848485,0.0666667
90,16,0.823529,0.0666667
90,16,0.793103,0
90,16,0.833333,0.0625
90,16,0.84,0
90,16,0.851852,0.0416667
90,16,0.846154,0.0294118
90,16,0.818182,0
90,16,0.761905,0.0588235
90,16,0.863636,0
90,16,0.782609,0
90,16,0.84375,0.0689655
90,16,NA,NA
90,16,0.913043,0
90,16,0.75,0.0625
90,16,0.833333,0
90,16,0.846154,0
90,16,0.852941,0.194444
90,16,0.882353,0
90,17,0.85,0.0285714
90,17,0.925926,0
90,17,0.782609,0
90,17,0.866667,0
90,17,0.818182,0
90,17,0.75,0
90,17,0.837838,0.0606061
90,17,0.833333,0
90,17,0.678571,0.0952381
90,17,0.8,0
90,17,0.846154,0.0833333
90,17,0.869565,0
90,17,0.875,0
90,17,0.875,0
90,17,0.791667,0
90,17,0.85,0
90,17,0.681818,0
90,17,0.826087,0
90,17,0.861111,0
90,17,0.857143,0.04
90,17,0.809524,0
90,17,0.875,0
90,17,0.878788,0.0333333
90,17,0.782609,0
90,17,NA,NA
90,17,0.826087,0.05
90,17,0.857143,0
90,17,0.857143,0.0322581
90,17,0.666667,0
90,17,0.804878,0
90,17,0.862069,0
90,17,0.764706,0
90,17,0.866667,0.037037
90,17,0.764706,0.0714286
90,17,0.827586,0.04
90,17,0.870968,0
90,17,0.823529,0
90,17,0.736842,0
90,17,0.733333,0
90,17,0.72973,0.0357143
90,17,0.733333,0.0434783
90,17,0.705882,0
90,17,0.806452,0.0384615
90,17,0.758621,0
90,17,0.852941,0.0333333
90,17,0.8,0.2
90,17,0.8,0
90,17,0.828571,0
90,17,0.791667,0
90,17,0.916667,0
90,17,1,0
90,17,0.8125,0
90,17,0.945946,0
90,17,0.866667,0
90,17,0.896552,0
90,17,0.782609,0
90,17,0.807692,0
90,17,0.965517,0
90,17,0.8,0
90,17,0.735294,0.0384615
90,17,0.916667,0
90,17,NA,NA
90,17,0.857143,0
90,17,0.83871,0
90,17,0.870968,0
90,17,0.863636,0.05
90,17,0.769231,0.0322581
90,17,0.821429,0
90,17,0.807692,0.0869565
90,17,0.791667,0
90,17,0.9,0
90,17,0.846154,0
90,17,0.769231,0
90,17,0.666667,0
90,17,0.846154,0
90,17,0.827586,0.111111
90,17,0.806452,0
90,17,0.857143,0
90,17,0.818182,0.0357143
90,17,0.823529,0
90,17,0.75,0
90,17,0.828571,0
90,17,0.8,0
90,17,0.85,0
90,17,0.75,0
90,17,0.870968,0.0357143
90,17,0.916667,0.0434783
90,17,0.807692,0
90,17,0.785714,0.153846
90,17,0.571429,0
90,18,0.7,0
90,18,0.952381,0
90,18,0.84375,0.0689655
90,18,0.833333,0
90,18,0.868421,0
90,18,0.827586,0
90,18,0.916667,0
90,18,0.78125,0.0384615
90,18,0.852941,0.0333333
90,18,0.892857,0
90,18,0.888889,0
90,18,0.583333,0
90,18,0.903226,0
90,18,0.833333,0
90,18,0.833333,0
90,18,0.866667,0
90,18,0.83871,0.037037
90,18,0.869565,0.130435
90,18,0.814815,0
90,18,0.862069,0
90,18,0.8,0
90,18,0.777778,0
90,18,0,NA
90,18,0.878788,0
90,18,1,0
90,18,0.5,0
90,18,0.851852,0.0416667
90,18,0.944444,0.0555556
90,18,0.857143,0
90,18,0.897436,0
90,18,0.782609,0
90,18,0.782609,0
90,18,0.814815,0
90,18,0.815789,0
90,18,0.794872,0
90,18,0.818182,0.0357143
90,18,0.805556,0.0645161
90,18,0.75,0.04
90,18,0.904762,0.05
90,18,0.787879,0.037037
90,18,0.916667,0
90,18,0.882353,0
90,18,0.904762,0
90,18,0.909091,0
90,18,0.636364,0.176471
90,18,0.8,0
90,18,0.92,0
90,18,0.774194,0
90,18,1,0
90,18,0.787879,0
90,18,0.857143,0
90,18,0.869565,0
90,18,0.892857,0
90,18,0.84375,0
90,18,0.8,0.0344828
90,18,0.828571,0
90,18,0.92,0.0416667
90,18,0.868421,0
90,18,0.833333,0
90,18,0.8,0
90,18,0.853659,0
90,18,0.871795,0
90,18,0.894737,0
90,18,0.736842,0
90,18,0.73913,0.0555556
90,18,0.761905,0
90,18,0.863636,0
90,18,0.692308,0.0526316
90,18,0.815789,0
90,18,0.83871,0
90,18,0.815789,0
90,18,0.846154,0
90,18,0.764706,0.037037
90,18,0.896552,0
90,18,0.875,0
90,18,0.785714,0
90,18,0.8,0
90,18,0.823529,0
90,18,0.828571,0
90,18,0.75,0.0625
90,18,0.828571,0.0333333
90,18,0.827586,0
90,18,0.8,0.0344828
90,18,0.852941,0
90,18,0.909091,0
90,18,0.818182,0
90,18,0.851852,0
90,18,0.777778,0
90,18,0.740741,0.047619
90,18,0.875,0
90,19,0.875,0.0666667
90,19,0.823529,0.0666667
90,19,0.848485,0
90,19,0.871795,0.0285714
90,19,0.794118,0
90,19,0.6875,0.0833333
90,19,0.8,0.0666667
90,19,0.794118,0
90,19,0.766667,0.0416667
90,19,0.815789,0
90,19,0.8,0.04
90,19,0.837838,0.03125
90,19,0.814815,0
90,19,0.814815,0
90,19,0.857143,0
90,19,0.761905,0
90,19,0.727273,0.111111
90,19,0.814815,0.0434783
90,19,0.815789,0
90,19,0.933333,0
90,19,0.791667,0
90,19,0.736842,0
90,19,0.758621,0.0434783
90,19,0.878788,0
90,19,0.722222,0.037037
90,19,0.8,0
90,19,0.885714,0
90,19,0.863636,0.05
90,19,0.782609,0
90,19,0.8,0.047619
90,19,0.833333,0.0625
90,19,0.769231,0
90,19,0.866667,0
90,19,0.733333,0
90,19,0.888889,0
90,19,0.857143,0.0625
90,19,0.740741,0
90,19,0.888889,0
90,19,0.8,0.111111
90,19,0.666667,0
90,19,0.818182,0
90,19,0.6,0
90,19,0.777778,0
90,19,0.805556,0
90,19,0.888889,0
90,19,0.727273,0
90,19,0.833333,0
90,19,0.833333,0
90,19,0.857143,0
90,19,0.769231,0
90,19,0.84375,0
90,19,0.818182,0.1
90,19,0.894737,0.841121
90,19,0.821429,0
90,19,0.852941,0
90,19,0.866667,0
90,19,0.857143,0.0322581
90,19,0.821429,0
90,19,0.8,0.0909091
90,19,0.76,0
90,19,0.78125,0.0384615
90,19,0.783784,0
90,19,0.807692,0
90,19,0.870968,0
90,19,0.821429,0.206897
90,19,0.904762,0
90,19,0.857143,0
90,19,0.848485,0
90,19,0.842105,0.0588235
90,19,0.916667,0.0434783
90,19,0.846154,0.0434783
90,19,0.666667,0
90,19,0.857143,0
90,19,0.807692,0
90,19,0.625,0
90,19,0.814815,0
90,19,0.842105,0
90,19,0.906977,0
90,19,0.846154,0
90,19,0.84,0.0454545
90,19,0.75,0
90,19,0.884615,0
90,19,0.878788,0
90,19,0.827586,0.0769231
90,19,0.736842,0.125
90,19,0.777778,0
90,19,0.8,0
90,19,0.88,0
90,19,NA,NA
90,19,0.733333,0
90,20,0.888889,0
90,20,0.823529,0.0666667
90,20,0.833333,0
90,20,0.789474,0
90,20,0.76,0
90,20,0.870968,0
90,20,0.777778,0
90,20,0.85,0
90,20,0.826087,0
90,20,0.714286,0
90,20,0.866667,0.133333
90,20,0.885714,0
90,20,0.823529,0
90,20,0.888889,0
90,20,0.727273,0
90,20,0.83871,0
90,20,0.826087,0
90,20,0.863636,0.05
90,20,0.787879,0
90,20,0.8125,0.0714286
90,20,0.871795,0
90,20,0.916667,0
90,20,0.666667,0
90,20,0.882353,0.0625
90,20,0.793103,0.0416667
90,20,0.5,0
90,20,0.869565,0
90,20,0.692308,0
90,20,0.878788,0
90,20,0.733333,0
90,20,0.758621,0.0833333
90,20,0.714286,0
90,20,0.818182,0.0357143
90,20,NA,NA
90,20,0.7,0.0666667
90,20,0.857143,0
90,20,0.571429,0
90,20,0.733333,0
90,20,0.846154,0.0434783
90,20,0.774194,0
90,20,0.85,0
90,20,0.88,0
90,20,0.904762,0
90,20,0.72,0.1
90,20,NA,NA
90,20,0.885714,0
90,20,0.777778,0
90,20,0.681818,0.0625
90,20,0.733333,0
90,20,0.888889,0
90,20,0.833333,0
90,20,0.764706,0.0714286
90,20,0.774194,0
90,20,0.857143,0.0322581
90,20,0.794118,0
90,20,0.857143,0
90,20,0.870968,0
90,20,0.882353,0
90,20,0.863636,0
90,20,1,0
90,20,0.783784,0.0333333
90,20,0.818182,0
90,20,0.805556,0.0645161
90,20,0.75,0
90,20,0.828571,0.0333333
90,20,0.809524,0
90,20,0.78125,0.0384615
90,20,0.444444,0
90,20,0.888889,0
90,20,0.8,0
90,20,0.875,0
90,20,0.8125,0.037037
90,20,0.928571,0
90,20,0.83871,0.0714286
90,20,0.885714,0.03125
90,20,0.864865,0
90,20,0.923077,0.027027
90,20,0.837838,0
90,20,0.666667,0
90,20,0.846154,0
90,20,0.8125,0
90,20,0.814815,0.0434783
90,20,0.75,0.0357143
90,20,0.852941,0
90,20,0.8,0
90,20,0.964286,0
90,20,0.727273,0
90,20,0.878788,0
90,20,0.83871,0
90,20,0.763158,0
100,1,0.684211,0
100,1,0.741935,0.0416667
100,1,0.761905,0.0588235
100,1,0.689655,0.047619
100,1,0.846154,0
100,1,0.846154,0
100,1,0.916667,0
100,1,0.825,0.0294118
100,1,0.75,0
100,1,0.75,0
100,1,0.714286,0.166667
100,1,0.880952,0
100,1,0.764706,0.0714286
100,1,0.842105,0
100,1,0.777778,0
100,1,0.771429,0
100,1,0.852941,0
100,1,0.809524,0
100,1,0.826087,0
100,1,0.782609,0
100,1,0.789474,0
100,1,0.794118,0.0357143
100,1,0.857143,0
100,1,0.818182,0
100,1,NA,NA
100,1,0.766667,0
100,1,0.875,0
100,1,0.818182,0
100,1,0.857143,0
100,1,0.794118,0.0357143
100,1,0.833333,0
100,1,0.8,0
100,1,0.827586,0
100,1,0.5,0
100,1,0.837838,0
100,1,0.870968,0
100,1,0.5,0
100,1,NA,NA
100,1,0.857143,0.0625
100,1,0.857143,0
100,1,0.714286,0
100,1,0.933333,0.0666667
100,1,0.875,0
100,1,NA,NA
100,1,0.807692,0
100,1,0.821429,0
100,1,0.807692,0
100,1,0.818182,0
100,1,0.870968,0.0357143
100,1,0.809524,0
100,1,0.833333,0
100,1,0.8,0
100,1,0.833333,0
100,1,0.6875,0
100,1,0.708333,0
100,1,0.75,0.04
100,1,0.677419,0.0454545
100,1,0.5,0
100,1,0.783784,0
100,1,0.833333,0
100,1,0.782609,0
100,1,0.857143,0
100,1,0.777778,0.0454545
100,1,0.815789,0.03125
100,1,0.84375,0
100,1,0.88,0
100,1,0.764706,0
100,1,0.83871,0.037037
100,1,0.863636,0.05
100,1,0.846154,0.108108
100,1,0.764706,0
100,1,0.928571,0
100,1,0.84,0
100,1,0.8,0
100,1,0.848485,0
100,1,0.846154,0
100,1,0.923077,0.04
100,1,0.871795,0
100,1,0.878049,0
100,1,0,NA
100,1,0.777778,0
100,1,0.875,0
100,1,0.875,0
100,1,1,0
100,1,0.9,0
100,1,0.818182,0
100,1,0.806452,0
100,1,0.73913,0
100,1,0.75,0.1
100,1,0.857143,0
100,1,0.769231,0
100,1,0.75,0.1
100,1,0.454545,0
100,1,0.791667,0
100,1,0.909091,0
100,1,0.892857,0
100,1,0.9,0
100,1,0.827586,0
100,1,0.925,0
100,1,0.823529,0
100,2,0.848485,0
100,2,0.837209,0
100,2,0.615385,0
100,2,0.861111,0
100,2,0.78125,0.0384615
100,2,0.8,0
100,2,0.88,0
100,2,0.857143,0.04
100,2,0.863636,0.05
100,2,0.75,0.0454545
100,2,0.866667,0
100,2,0.857143,0
100,2,0.76,0.0952381
100,2,0.818182,0
100,2,0.8,0
100,2,0.805556,0
100,2,0.75,0
100,2,0.861111,0
100,2,0.814815,0
100,2,0.8,0
100,2,0.818182,0
100,2,0.772727,0
100,2,0,NA
100,2,0.891892,0
100,2,0.692308,0.0526316
100,2,0.75,0
100,2,0.9,0.0526316
100,2,0.727273,0
100,2,0.777778,0
100,2,0.84375,0.0357143
100,2,0.923077,0
100,2,0.818182,0
100,2,0.9,0
100,2,0.785714,0
100,2,0.793103,0
100,2,0.818182,0
100,2,0.814815,0
100,2,0.878788,0
100,2,0.857143,0
100,2,0.852941,0
100,2,0.8,0.2
100,2,0.8,0.0588235
100,2,1,0
100,2,0.864865,0
100,2,0.888889,0
100,2,0.833333,0
100,2,0.76,0
100,2,0.777778,0
100,2,0.837838,0
100,2,0.941176,0
100,2,0.625,0.166667
100,2,0.846154,0
100,2,0.852941,0.0333333
100,2,0.828571,0
100,2,0.8125,0
100,2,0.625,0.166667
100,2,0.911765,0
100,2,0.9,0
100,2,0.764706,0
100,2,0.7,0.222222
100,2,0.83871,0
100,2,0.869565,0
100,2,0.925,0
100,2,0.73913,0
100,2,0.875,0
100,2,0.766667,0
100,2,0.857143,0.0526316
100,2,0.810811,0.0322581
100,2,0.783784,0.0645161
100,2,0.851852,0
100,2,0.833333,0
100,2,0.92,0
100,2,0.848485,0
100,2,0.8125,0
100,2,0.774194,0.0769231
100,2,0.73913,0.0555556
100,2,0.8125,0
100,2,0.757576,0
100,2,0.85,0
100,2,0.809524,0
100,2,0.870968,0
100,2,0.909091,0.0909091
100,2,0.695652,0
100,2,0.809524,0
100,2,0.825,0
100,2,0.846154,0
100,2,0.810811,0.0625
100,2,0.806452,0.0384615
100,2,0.692308,0
100,2,0.891892,0
100,2,0.769231,0
100,2,0.75,0
100,2,0.878788,0
100,2,0.333333,0
100,2,0.842105,0
100,2,0.826087,0.05
100,2,0.861111,0
100,2,0.806452,0.0384615
100,2,0.783784,0.0333333
100,2,0.758621,0
100,3,1,0
100,3,0.852941,0
100,3,0.787879,0
100,3,0.75,0
100,3,0.903226,0
100,3,0.931034,0
100,3,0.5,0
100,3,0.83871,0
100,3,0.833333,0
100,3,0.823529,0
100,3,0.757576,0.0384615
100,3,0.883721,0.05
100,3,0.793103,0
100,3,0.727273,0
100,3,0.814815,0
100,3,0.789474,0
100,3,0.821429,0.0416667
100,3,0.948718,0.119048
100,3,0.758621,0
100,3,0.806452,0.0384615
100,3,0.878049,0
100,3,0.916667,0
100,3,0.78125,0.0384615
100,3,0.863636,0
100,3,0.769231,0
100,3,0.882353,0
100,3,0.90625,0
100,3,0.833333,0
100,3,0.777778,0.0666667
100,3,0.857143,0
100,3,0.864865,0
100,3,0.888889,0
100,3,0.956522,0
100,3,0.857143,0
100,3,0.875,0
100,3,0.842105,0
100,3,0.833333,0.0322581
100,3,0.625,0
100,3,0.805556,0.0333333
100,3,0.83871,0.037037
100,3,0.863636,0
100,3,0.75,0.0357143
100,3,0.863636,0
100,3,0.826087,0
100,3,0.833333,0
100,3,0.9,0
100,3,0.833333,0.0322581
100,3,0.866667,0.0714286
100,3,0.875,0
100,3,0.948718,0
100,3,0.828571,0.0333333
100,3,0.828571,0
100,3,0.892857,0
100,3,0.818182,0
100,3,0.727273,0.04
100,3,0.921053,0
100,3,0.818182,0.0526316
100,3,0.666667,0
100,3,0.933333,0
100,3,0.764706,0
100,3,0.794872,0
100,3,0.807692,0
100,3,0.863636,0
100,3,0.88,0
100,3,0.740741,0.047619
100,3,0.814815,0
100,3,0.791667,0.05
100,3,0.724138,0.0869565
100,3,0.864865,0
100,3,0.827586,0
100,3,0.869565,0
100,3,0.833333,0
100,3,0.857143,0.04
100,3,0.708333,0.105263
100,3,0.730769,0
100,3,0.733333,0
100,3,0.764706,0.037037
100,3,0.925926,0.0384615
100,3,0.888889,0
100,3,0.820513,0.030303
100,3,0.923077,0
100,3,0.794118,0
100,3,0.846154,0
100,3,0.814815,0.0434783
100,3,0.857143,0.0322581
100,3,0.85,0.0285714
100,3,0.911765,0
100,3,0.833333,0.0384615
100,3,0.833333,0.0909091
100,3,0.84,0
100,3,0.911765,0.03125
100,3,0.891892,0
100,3,0.888889,0
100,3,0.815789,0.03125
100,3,1,0
100,3,0.794118,0.0357143
100,3,0.810811,0
100,3,0.827586,0
100,3,0.78125,0.166667
100,3,1,0
100,4,0.931034,0
100,4,0.916667,0
100,4,0.909091,0
100,4,0.8,0
100,4,0.823529,0
100,4,0.777778,0.0454545
100,4,0.869565,0
100,4,0.88,0.0434783
100,4,0.764706,0
100,4,0.888889,0
100,4,0.863636,0
100,4,0.821429,0
100,4,0.807692,0
100,4,0.9,0
100,4,0.866667,0
100,4,0.862069,0
100,4,0.857143,0.04
100,4,0.666667,0
100,4,0.702703,0.037037
100,4,0.833333,0
100,4,0.83871,0
100,4,0.655172,0.05
100,4,0.83871,0
100,4,0.8125,0
100,4,0.857143,0
100,4,0.925926,0
100,4,0.862069,0
100,4,0.757576,0.0384615
100,4,0.864865,0
100,4,0.861111,0
100,4,0.787879,0.037037
100,4,0.882353,0.0625
100,4,0.736842,0
100,4,0.84375,0
100,4,0.851852,0
100,4,0.828571,0
100,4,0.777778,0.0344828
100,4,0.666667,0
100,4,0.833333,0
100,4,0.821429,0.0416667
100,4,0.888889,0
100,4,0.866667,0
100,4,0.846154,0.0294118
100,4,0.9,0.960294
100,4,0.833333,0.0322581
100,4,0.833333,0
100,4,0.90625,0
100,4,0.75,0
100,4,0.8,0
100,4,NA,NA
100,4,0.853659,0
100,4,0.777778,0
100,4,0.666667,0
100,4,0.758621,0
100,4,0.777778,0
100,4,0.892857,0
100,4,0.846154,0.0294118
100,4,0.864865,0
100,4,1,0
100,4,0.794118,0
100,4,0.862069,0.0384615
100,4,0.8,0
100,4,0.757576,0
100,4,0.833333,0
100,4,0.75,0
100,4,0.862069,0.0384615
100,4,0.8,0.0344828
100,4,0.871795,0
100,4,0.833333,0
100,4,0.8125,0.978879
100,4,0.736842,0
100,4,0.814815,0
100,4,0.787879,0
100,4,0.913043,0
100,4,0.837838,0.03125
100,4,0.833333,0.0909091
100,4,0.857143,0
100,4,0.794872,0.03125
100,4,0.769231,0
100,4,0.777778,0
100,4,0.733333,0
100,4,0.774194,0
100,4,0.6,0
100,4,0.789474,0.0625
100,4,0.8125,0
100,4,0.864865,0.030303
100,4,0.826087,0
100,4,0.814815,0
100,4,0.862069,0.107143
100,4,0.814815,0.0434783
100,4,0.825,0.0294118
100,4,0.882353,0
100,4,0.869565,0.047619
100,4,0.736842,0.176471
100,4,0.75,0
100,4,0.782609,0.0526316
100,4,0.857143,0
100,4,0.928571,0.037037
100,4,0.807692,0
100,4,0.821429,0
100,5,0.870968,0
100,5,0.71875,0.08
100,5,0.931034,0
100,5,0.666667,0
100,5,0.869565,0
100,5,0.878788,0.985197
100,5,0.727273,0.111111
100,5,0.833333,0
100,5,0.818182,0
100,5,0.8,0
100,5,0.846154,0
100,5,0.863636,0
100,5,0.857143,0.027027
100,5,0.807692,0
100,5,NA,NA
100,5,0.863636,0
100,5,0.896552,0
100,5,0.76,0.0952381
100,5,0.8125,0
100,5,0.848485,0.0344828
100,5,0.837838,0
100,5,0.736842,0
100,5,0.8,0.0909091
100,5,0.5,0
100,5,0.818182,0.0357143
100,5,0.5,0
100,5,0.846154,0.0833333
100,5,0.742857,0.037037
100,5,0.828571,0
100,5,0.884615,0.0416667
100,5,NA,NA
100,5,0.913043,0
100,5,0.75,0.0769231
100,5,0.769231,0
100,5,0.793103,0.0416667
100,5,0.705882,0.0769231
100,5,1,0
100,5,0.814815,0
100,5,0.793103,0.0416667
100,5,0.914286,0
100,5,0.918919,0
100,5,0.828571,0.0333333
100,5,0.925926,0.0384615
100,5,0.9,0.027027
100,5,0.809524,0
100,5,0.918919,0
100,5,0.777778,0
100,5,0.757576,0
100,5,0.9375,0
100,5,0.714286,0.047619
100,5,1,0
100,5,0.947368,0
100,5,0.75,0
100,5,0.846154,0.0294118
100,5,0.8,0
100,5,0.73913,0
100,5,0.827586,0.04
100,5,0.741935,0.0416667
100,5,0.727273,0.111111
100,5,0.857143,0
100,5,0.766667,0
100,5,0.83871,0.037037
100,5,0.809524,0
100,5,0.8125,0
100,5,0.869565,0
100,5,0.894737,0
100,5,0.774194,0
100,5,0.894737,0
100,5,0.814815,0
100,5,0.92,0
100,5,0.4,0
100,5,0.864865,0
100,5,0.884615,0.0416667
100,5,0.810811,0.0909091
100,5,0.771429,0
100,5,0.9,0
100,5,0.837838,0
100,5,0.805556,0
100,5,0.84375,0
100,5,0.846154,0
100,5,0.897436,0
100,5,0.818182,0
100,5,0.866667,0
100,5,0.84375,0
100,5,0.782609,0
100,5,0.869565,0
100,5,0.909091,0
100,5,0.5,0
100,5,0.73913,0
100,5,1,0
100,5,0.625,0
100,5,0.846154,0
100,5,0.9,0
100,5,0.875,0
100,5,0.827586,0
100,5,0.897436,0
100,5,0.818182,0
100,5,0.75,0
100,5,0.882353,0
100,5,0.935484,0
100,6,0.757576,0
100,6,0.848485,0.0967742
100,6,0.636364,0
100,6,0.857143,0
100,6,0.904762,0
100,6,0.83871,0
100,6,0.777778,0.0454545
100,6,0.806452,0.0740741
100,6,0.8,0
100,6,0.820513,0.0588235
100,6,0.809524,0
100,6,0.818182,0
100,6,0.774194,0.04
100,6,0.85,0
100,6,0.8125,0
100,6,0.823529,0
100,6,0.833333,0
100,6,0.923077,0
100,6,0.923077,0.027027
100,6,0.794118,0.0357143
100,6,0.782609,0
100,6,0.833333,0
100,6,0.783784,0
100,6,0.952381,0
100,6,0.857143,0
100,6,NA,NA
100,6,0.888889,0
100,6,0.842105,0.0588235
100,6,0.75,0
100,6,0.72,0
100,6,NA,NA
100,6,0.894737,0
100,6,0.885714,0.03125
100,6,0.75,0
100,6,0.857143,0
100,6,0.827586,0
100,6,0.75,0.0526316
100,6,0.823529,0
100,6,0.757576,0
100,6,0.814815,0
100,6,0.923077,0
100,6,0.851852,0.0416667
100,6,0.842105,0
100,6,0.862069,0.166667
100,6,0.90625,0
100,6,0.83871,0
100,6,0.870968,0.0357143
100,6,0.764706,0
100,6,0.625,0.0625
100,6,0.851852,0
100,6,0.818182,0
100,6,0.909091,0.0322581
100,6,0.727273,0
100,6,0.823529,0
100,6,0.857143,0
100,6,0.884615,0
100,6,0.772727,0.0555556
100,6,0.789474,0
100,6,0.9,0
100,6,0.823529,0
100,6,0.826087,0
100,6,0.833333,0
100,6,0.794872,0
100,6,0.807692,0
100,6,0.928571,0
100,6,0.894737,0.0555556
100,6,0.9375,0
100,6,0.9,0
100,6,0.782609,0.0526316
100,6,0.806452,0
100,6,NA,NA
100,6,0.827586,0
100,6,0.818182,0.0357143
100,6,0.820513,0.030303
100,6,0.875,0
