"","time","fault","ClassPer"
"1020",13487,100,100
"1021",14335,NA,98.6409
"1022",14937,100,100
"1023",16720,NA,92.8476
"1024",17697,NA,74.5443
"1025",18298,100,100
"1026",18900,NA,70.1148
"1027",19503,100,100
"1028",20105,NA,99.4633
"1029",21113,NA,84.5154
"1030",21717,NA,73.9852
"1031",22318,NA,99.4633
"1032",23292,NA,98.8771
"1033",23893,NA,99.8289
"1034",24799,100,100
"1035",26118,100,100
"1036",27163,NA,84.5154
"1037",27766,100,100
"1038",28370,NA,99.8335
"1039",25350,NA,96.4993
"1040",25951,NA,95.8315
"1041",29192,100,100
"1042",31000,NA,93.5482
"1043",31605,NA,70.3133
"1044",32207,NA,99.486
"1045",32822,NA,94.7946
"1046",34332,NA,98.6842
"1047",34944,NA,97.4308
"1048",14854,NA,99.8335
"1049",17165,NA,73.4104
"1050",17767,NA,97.4407
"1051",18524,NA,96.3436
"1052",19273,NA,89.1438
"1053",19875,NA,82.8099
"1054",20477,NA,97.963
"1055",21080,NA,92.3095
"1056",21682,NA,67.4684
"1057",23807,NA,99.5565
"1058",24409,NA,91.2278
"1059",25143,NA,97.8498
"1060",25746,NA,99.8335
"1061",26475,NA,95.0245
"1062",27078,100,100
"1063",29462,NA,72.0325
"1064",30065,100,100
"1065",30825,NA,88.3089
"1066",4955,NA,70.5777
"1067",6168,NA,77.4272
"1068",7161,NA,89.8113
"1069",11171,NA,66.0225
"1070",11865,NA,99.6667
"1071",13695,NA,99.8335
"1072",14296,NA,96.306
"1073",14939,NA,99.8335
"1074",15540,100,100
"1075",16142,NA,86.8439
"1076",16744,NA,95.3255
"1077",17346,100,100
"1078",17948,NA,97.0085
"1079",18550,NA,92.4567
"1080",19291,NA,99.7783
"1081",21028,NA,85.1678
"1082",21630,NA,92.6562
"1083",22241,NA,75.925
"1084",23041,NA,87.5892
"1085",23642,NA,97.9093
"1086",28235,NA,91.9042
"1087",28838,NA,97.0085
"1088",29440,NA,87.2376
"1089",30042,NA,92.3004
"1090",30644,NA,90.6192
"1091",31316,NA,86.8824
"1092",7970,NA,96.7011
"1093",9236,NA,99.3355
"1094",10068,NA,76.2548
"1095",10672,100,100
"1096",11452,NA,99.3339
"1097",12090,NA,95.3231
"1098",13897,100,100
"1099",14764,NA,99.6672
"1100",17369,NA,67.8786
"1101",21243,100,100
"1102",23151,NA,93.026
"1103",23753,NA,78.4315
"1104",24355,NA,95.1233
"1105",25249,NA,99.8335
"1106",26034,100,100
"1107",26669,NA,99.5012
"1108",27270,NA,80.729
"1109",27913,100,100
"1110",28514,NA,98.4263
"1111",29117,100,100
"1112",29882,NA,70.3988
"1113",30896,NA,95.349
"1114",34451,NA,97.13
"1115",35270,NA,96.6006
"1116",32816,NA,80.806
"1117",33417,NA,90.3238
"1118",34629,NA,94.9479
"1119",35844,NA,89.2594
"1120",5298,NA,74.1596
"1121",7809,NA,99.4875
"1122",8411,NA,77.7062
"1123",9020,NA,99.3174
"1124",10391,NA,99.6579
"1125",11020,NA,99.0005
"1126",11621,100,100
"1127",12256,NA,99.8128
"1128",13434,NA,99.3174
"1129",14062,NA,68.4853
"1130",14664,100,100
"1131",25471,NA,99.5001
"1132",26144,NA,98.9247
"1133",27452,NA,97.413
"1134",28056,NA,99.8335
"1135",28784,NA,98.6689
"1136",29386,NA,84.8392
"1137",30686,NA,89.0609
"1138",32173,NA,78.8744
"1139",32835,NA,83.9665
"1140",33484,NA,71.1837
"1141",34085,NA,94.7761
"1142",34688,NA,93.4445
"1143",2468,NA,96.6101
"1144",5011,NA,66.4841
"1145",8623,NA,81.6497
"1146",9225,NA,76.3715
"1147",9829,NA,97.6802
"1148",10432,NA,99.8335
"1149",14751,NA,92.0347
"1150",16739,NA,98.4013
"1151",17341,NA,86.3902
"1152",17943,NA,98.4673
"1153",19388,NA,71.3814
"1154",20202,NA,88.514
"1155",23284,NA,85.1067
"1156",23886,NA,99.4727
"1157",24568,NA,94.511
"1158",25170,NA,99.486
"1159",25774,100,100
"1160",26377,NA,99.3355
"1161",26978,NA,82.1822
"1162",28942,100,100
"1163",30469,NA,81.7207
"1164",32355,NA,99.7783
"1165",33829,NA,89.3138
"1166",4586,NA,92.1902
"1167",6120,NA,96.1308
"1168",6749,NA,91.376
"1169",8070,NA,99.3178
"1170",8740,NA,97.8401
"1171",9343,NA,99.1668
"1172",10085,NA,97.6934
"1173",11575,NA,82.3005
"1174",12180,NA,99.5001
"1175",12782,NA,99.486
"1176",13541,NA,96.5012
"1177",14177,NA,99.3339
"1178",14779,100,100
"1179",15381,NA,93.7533
"1180",18990,NA,99.7783
"1181",23186,NA,99.5565
"1182",25590,NA,99.8335
"1183",26281,100,100
"1184",27675,NA,99.6667
"1185",28278,NA,83.04
"1186",28881,NA,99.0006
"1187",29489,NA,82.5652
"1188",30391,NA,77.8989
"1189",31321,NA,84.6325
"1190",33062,NA,78.5387
"1191",34544,NA,94.2351
"1192",35653,NA,99.5565
"1193",32637,NA,96.7801
"1194",35801,NA,99.5565
"1195",16773,NA,90.2344
"1196",18477,NA,77.3871
"1197",19079,NA,92.924
"1198",19683,NA,84.9889
"1199",20285,NA,84.3881
"1200",20887,NA,89.2116
"1201",23407,NA,69.5345
"1202",24141,NA,99.3377
"1203",27250,NA,66.1347
"1204",27854,NA,99.8335
"1205",28455,NA,89.4865
"1206",29111,NA,96.1567
"1207",29715,NA,99.3355
"1208",30316,NA,96.5452
"1209",31070,NA,79.0075
"1210",31671,NA,95.5067
"1211",34333,NA,75.3491
"1212",2436,NA,99.4387
"1213",3651,NA,93.505
"1214",7175,NA,86.6227
"1215",7777,NA,99.3174
"1216",8380,100,100
"1217",9339,100,100
"1218",9984,100,100
"1219",10586,NA,80.0222
"1220",11725,NA,75.0571
"1221",12334,NA,94.8853
"1222",12938,NA,99.3339
"1223",13788,NA,86.2456
"1224",15597,NA,96.4269
"1225",16200,NA,99.4681
"1226",19299,NA,98.9247
"1227",20115,NA,72.662
"1228",20872,NA,70.9751
"1229",21685,NA,93.2258
"1230",22288,NA,70.5383
"1231",23606,NA,96.4905
"1232",24752,NA,92.1024
"1233",25435,NA,90.6916
"1234",26050,NA,92.1024
"1235",26652,100,100
"1236",27887,NA,87.1989
"1237",28489,100,100
"1238",29209,100,100
"1239",30249,NA,92.6059
"1240",31242,NA,97.9567
"1241",31846,NA,99.6262
"1242",32481,NA,98.3358
"1243",33082,NA,82.8319
"1244",33684,NA,89.322
"1245",4823,NA,92.7786
"1246",6838,NA,97.4404
"1247",7442,NA,99.5012
"1248",8217,NA,98.9784
"1249",9050,100,100
"1250",9715,NA,99.1668
"1251",10318,NA,99.8335
"1252",10919,NA,81.5258
"1253",13644,NA,72.718
"1254",14555,NA,99.8335
"1255",26978,NA,98.9247
"1256",27609,100,100
"1257",28263,NA,97.6578
"1258",28865,NA,87.1177
"1259",29864,NA,72.5364
"1260",30539,NA,99.486
"1261",31141,NA,97.3073
"1262",34578,NA,88.8562
"1263",35323,NA,87.6911
"1264",3993,NA,96.2258
"1265",6858,NA,68.7201
"1266",7701,NA,75.7265
"1267",9746,NA,83.5227
"1268",10349,NA,73.783
"1269",12181,NA,99.5001
"1270",13180,NA,88.8889
"1271",14278,NA,99.3339
"1272",14879,NA,91.998
"1273",15481,NA,88.475
"1274",17185,NA,88.5429
"1275",17892,NA,72.5226
"1276",18567,NA,88.5565
"1277",21485,NA,89.487
"1278",22965,NA,94.8472
"1279",23567,NA,99.6573
"1280",24169,NA,99.8288
"1281",26343,NA,95.0835
"1282",27377,NA,71.3746
"1283",28042,NA,99.8335
"1284",28816,NA,95.503
"1285",29422,100,100
"1286",30769,NA,93.5823
"1287",31392,NA,70.9292
"1288",31993,NA,69.8923
"1289",32595,NA,76.7895
"1290",33620,NA,86.8166
"1291",35376,NA,88.8644
"1292",2110,NA,66.6329
"1293",4233,NA,97.5162
"1294",4837,NA,92.7794
"1295",6249,NA,86.0287
"1296",7115,NA,89.1024
"1297",8265,NA,96.4833
"1298",9728,NA,97.342
"1299",10329,100,100
"1300",11415,NA,87.9664
"1301",12449,NA,99.8335
"1302",13052,NA,99.6667
"1303",13653,100,100
"1304",14255,NA,82.7665
"1305",14858,NA,78.9452
"1306",15460,NA,95.833
"1307",16071,NA,70.6229
"1308",18200,NA,98.6361
"1309",18889,NA,84.4004
"1310",19883,NA,92.655
"1311",21365,NA,91.6783
"1312",23180,NA,95.6421
"1313",23785,NA,92.6059
"1314",24693,NA,94.2528
"1315",25294,NA,98.8368
"1316",26067,NA,83.666
"1317",26831,NA,97.1407
"1318",27435,NA,98.6716
"1319",28036,NA,88.01
"1320",28949,NA,81.6497
"1321",29567,NA,97.6716
"1322",2533,NA,96.1101
"1323",5078,NA,92.8917
"1324",9522,NA,86.9226
"1325",10124,NA,74.4958
"1326",10726,NA,99.6579
"1327",11328,100,100
"1328",12085,100,100
"1329",12844,NA,67.1514
"1330",13487,100,100
"1331",14516,NA,97.2959
"1332",15212,NA,86.7766
"1333",21437,NA,97.8172
"1334",26105,NA,71.5077
"1335",26976,NA,99.8335
"1336",27579,NA,99.6667
"1337",28287,NA,78.0346
"1338",29542,NA,78.8502
"1339",8900,NA,99.3339
"1340",9503,NA,99.8335
"1341",12732,NA,74.3335
"1342",13403,NA,99.1668
"1343",14005,100,100
"1344",14607,NA,79.8404
"1345",15262,NA,94.6841
"1346",15865,NA,97.4715
"1347",19692,NA,78.4269
"1348",20293,NA,92.8367
"1349",21554,NA,72.4581
"1350",22156,100,100
"1351",22758,NA,72.756
"1352",23360,NA,81.8629
"1353",24590,NA,89.6169
"1354",25571,NA,99.1668
"1355",28376,NA,92.1702
"1356",29589,NA,97.13
"1357",30247,NA,95.7582
"1358",30961,NA,90.0832
"1359",31686,NA,96.9645
"1360",33685,NA,88.6301
"1361",3472,NA,99.7783
"1362",4074,NA,81.4514
"1363",4676,NA,83.4666
"1364",5283,NA,84.7528
"1365",5916,NA,84.1774
"1366",7149,NA,70.5881
"1367",7829,NA,82.9646
"1368",8479,100,100
"1369",9081,NA,94.8641
"1370",9889,NA,87.2184
"1371",10915,NA,97.6375
"1372",11518,100,100
"1373",13258,100,100
"1374",13860,NA,86.8767
"1375",15252,NA,88.9478
"1376",15855,NA,99.4875
"1377",16458,NA,94.1713
"1378",17063,NA,71.3506
"1379",18236,NA,66.4613
"1380",19589,NA,78.9873
"1381",20192,NA,87.6456
"1382",22085,NA,87.8211
"1383",24875,NA,97.13
"1384",25479,NA,98.8401
"1385",26987,NA,98.6688
"1386",27590,NA,99.8335
"1387",29585,NA,84.5154
"1388",32158,NA,82.0552
"1389",32760,NA,91.237
"1390",33384,NA,70.7107
"1391",34004,NA,87.6284
"1392",34606,NA,70.3018
"1393",35351,NA,97.6189
"1394",8733,NA,78.5896
"1395",9439,100,100
"1396",10841,NA,99.6672
"1397",11442,NA,99.8288
"1398",12044,NA,98.9247
"1399",13923,NA,98.9784
"1400",14527,100,100
"1401",15128,NA,96.9369
"1402",15731,NA,98.4681
"1403",16333,NA,82.2778
"1404",18096,NA,83.7503
"1405",19280,NA,94.6841
"1406",19882,NA,85.0971
"1407",20486,NA,83.0745
"1408",21087,NA,78.4862
"1409",21689,NA,87.7623
"1410",23291,NA,91.5182
"1411",23892,NA,93.5142
"1412",24494,NA,99.3147
"1413",25708,NA,94.4044
"1414",26389,NA,99.486
"1415",26991,NA,91.9006
"1416",29425,NA,93.2287
"1417",30097,NA,92.2145
"1418",32344,NA,84.3451
"1419",33689,NA,81.0277
"1420",35564,NA,99.5565
"1421",2547,NA,67.351
"1422",4778,NA,78.6149
"1423",5614,NA,98.9247
"1424",18233,NA,81.8156
"1425",18905,NA,82.599
"1426",19507,NA,85.1692
"1427",20734,NA,91.7329
"1428",21336,NA,93.7271
"1429",22057,NA,87.8537
"1430",22659,NA,97.0743
"1431",25613,NA,98.9436
"1432",26218,NA,99.8335
"1433",27048,NA,94.6841
"1434",27652,NA,99.5012
"1435",28255,NA,99.8335
"1436",29227,100,100
"1437",18182,NA,70.4793
"1438",20488,NA,81.6176
"1439",21090,NA,99.4681
"1440",22419,NA,86.2803
"1441",23021,NA,94.6841
"1442",23623,NA,76.1486
"1443",24225,NA,84.4145
"1444",24827,NA,92.3419
"1445",26366,NA,87.7483
"1446",27483,NA,98.9247
"1447",28806,NA,99.8335
"1448",29702,100,100
"1449",31424,NA,89.6589
"1450",32140,NA,76.7995
"1451",32741,NA,86.1558
"1452",33366,NA,97.044
"1453",7665,100,100
"1454",8267,NA,95.3463
"1455",10515,100,100
"1456",11163,NA,93.7506
"1457",26220,NA,88.1135
"1458",26823,NA,99.1477
"1459",27521,100,100
"1460",28836,NA,95.39
"1461",29477,100,100
"1462",30148,100,100
"1463",30750,NA,99.3153
"1464",31352,NA,79.7724
"1465",32566,NA,83.4992
"1466",33168,NA,88.3048
"1467",34113,NA,76.9163
"1468",34745,NA,96.8335
"1469",35350,NA,83.7358
"1470",35953,NA,98.9247
"1471",2414,NA,96.015
"1472",4128,NA,98.1559
"1473",6062,NA,99.6672
"1474",6663,NA,71.8512
"1475",9966,NA,98.9285
"1476",10580,NA,72.5032
"1477",11729,100,100
"1478",12331,100,100
"1479",13931,NA,84.5154
"1480",14533,NA,91.8818
"1481",15161,NA,91.8625
"1482",15763,NA,92.6221
"1483",17418,NA,82.3192
"1484",19039,NA,96.1422
"1485",19798,NA,97.2215
"1486",20490,NA,98.6933
"1487",22673,NA,99.4401
"1488",24095,100,100
"1489",24969,NA,81.3979
"1490",25708,NA,96.7627
"1491",26805,NA,84.5154
"1492",27707,NA,86.4622
"1493",28386,100,100
"1494",29756,NA,94.704
"1495",31155,NA,88.3588
"1496",32326,NA,99.3377
"1497",33540,NA,80.6395
"1498",34763,NA,80.1621
"1499",35365,NA,84.3205
"1500",3632,NA,99.5001
"1501",5484,100,100
"1502",6086,NA,77.8481
"1503",6804,NA,81.0259
"1504",7592,NA,68.313
"1505",8194,NA,92.0323
"1506",9853,100,100
"1507",11562,NA,70.9468
"1508",12201,100,100
"1509",12803,NA,92.8563
"1510",14609,NA,86.8767
"1511",15212,NA,92.1699
"1512",15891,NA,69.1254
"1513",16493,NA,97.8796
"1514",17122,NA,99.8128
"1515",17723,NA,97.2959
"1516",18325,NA,74.2806
"1517",18958,NA,83.3017
"1518",25814,100,100
"1519",26655,NA,85.2924
"1520",27258,NA,98.9247
"1521",29740,NA,88.3587
"1522",30342,NA,98.1307
"1523",30944,NA,98.8019
"1524",31546,NA,91.2447
"1525",32157,NA,88.7921
"1526",33376,NA,79.9594
"1527",33980,NA,99.8128
"1528",34592,NA,87.9963
"1529",35198,100,100
"1530",2942,NA,81.0409
"1531",7045,NA,84.3183
"1532",8565,NA,90.0208
"1533",9964,100,100
"1534",11544,NA,68.313
"1535",12353,NA,82.5289
"1536",12954,100,100
"1537",13793,NA,97.8335
"1538",16318,NA,91.2907
"1539",17043,NA,70.6181
"1540",17645,NA,84.2416
"1541",18442,NA,80.371
"1542",19217,NA,98.8854
"1543",19818,NA,86.8115
"1544",20420,NA,72.5919
"1545",21022,NA,91.7336
"1546",24702,NA,71.1837
"1547",25577,NA,99.5565
"1548",26229,NA,96.8633
"1549",27001,NA,86.8115
"1550",28016,100,100
"1551",29027,NA,97.8335
"1552",30106,100,100
"1553",30708,NA,82.3319
"1554",31310,NA,84.4447
"1555",32434,NA,66.802
"1556",33036,NA,85.6378
"1557",35306,NA,93.3135
"1558",19006,NA,96.1018
"1559",19665,NA,93.6164
"1560",20879,NA,74.338
"1561",21480,NA,86.7683
"1562",23310,NA,99.2519
"1563",23911,NA,75.5772
"1564",25037,NA,91.7507
"1565",25878,NA,97.7911
"1566",26481,NA,90.6
"1567",27083,100,100
"1568",28539,NA,82.5308
"1569",29526,NA,99.5001
"1570",30134,NA,99.6262
"1571",30735,NA,99.1437
"1572",31360,NA,88.223
"1573",34476,NA,92.9084
"1574",35078,NA,89.2005
"1575",35681,NA,98.9285
"1576",9181,NA,97.5001
"1577",12593,100,100
"1578",13835,100,100
"1579",16082,NA,88.1748
"1580",16685,NA,89.1498
"1581",17287,NA,99.8288
"1582",17890,NA,76.3808
"1583",19440,NA,79.4627
"1584",20647,NA,94.0741
"1585",21731,NA,99.7783
"1586",22333,NA,78.1365
"1587",22935,NA,91.939
"1588",25825,100,100
"1589",28062,NA,97.5001
"1590",28663,NA,99.4633
"1591",2531,NA,92.6826
"1592",3133,100,100
"1593",3735,NA,93.2811
"1594",4337,NA,99.4878
"1595",7491,NA,99.3339
"1596",24194,NA,66.0727
"1597",7520,NA,93.253
"1598",8280,100,100
"1599",8884,100,100
"1600",9487,100,100
"1601",10119,NA,99.5565
"1602",10721,NA,73.1626
"1603",11325,100,100
"1604",12082,NA,99.8335
"1605",13627,NA,80.0421
"1606",15118,NA,98.9247
"1607",15722,NA,79.9355
"1608",16334,NA,96.1422
"1609",17859,NA,99.3377
"1610",19716,NA,99.7783
"1611",20318,NA,87.6346
"1612",20920,NA,87.6399
"1613",21522,NA,83.6247
"1614",22125,NA,99.486
"1615",22728,100,100
"1616",23330,NA,92.805
"1617",23933,100,100
"1618",24619,NA,72.0955
"1619",25599,NA,98.6754
"1620",27801,100,100
"1621",29119,NA,98.5111
"1622",29828,NA,97.8399
"1623",30429,NA,88.8511
"1624",31031,NA,99.8289
"1625",31633,NA,82.6417
"1626",32235,NA,91.2703
"1627",32837,NA,85.3196
"1628",10679,NA,89.3446
"1629",12122,NA,99.5012
"1630",12830,NA,98.1832
"1631",13433,NA,99.8335
"1632",14127,NA,99.8128
"1633",14730,NA,99.8335
"1634",15800,NA,88.7905
"1635",17360,NA,97.9632
"1636",18575,NA,82.0861
"1637",23552,NA,88.8094
"1638",24349,100,100
"1639",24950,NA,96.1815
"1640",26145,NA,96.9329
"1641",27680,100,100
"1642",28283,NA,99.1477
"1643",28885,NA,91.5425
"1644",29487,NA,95.3463
"1645",30089,NA,83.529
"1646",30691,NA,90.8783
"1647",31293,NA,85.2329
"1648",34579,100,100
"1649",3945,NA,80.5567
"1650",7216,NA,99.8335
"1651",8936,NA,98.5067
"1652",9538,NA,93.8632
"1653",10195,NA,89.5328
"1654",10799,NA,99.8335
"1655",11427,NA,99.486
"1656",15882,NA,99.3358
"1657",18580,NA,82.336
"1658",20362,NA,98.9035
"1659",21662,NA,88.2372
"1660",22264,NA,91.3279
"1661",22866,NA,87.5434
"1662",25412,NA,69.3036
"1663",26035,NA,98.305
"1664",26637,NA,76.0855
"1665",27399,100,100
"1666",28001,NA,92.9555
"1667",28651,NA,92.8342
"1668",29313,NA,99.6667
"1669",30439,NA,75.5865
"1670",31040,NA,88.0635
"1671",31703,NA,98.4673
"1672",32335,NA,86.2912
"1673",32937,NA,78.6003
"1674",33539,NA,93.1699
"1675",34964,NA,95.6386
"1676",35567,NA,87.0742
"1677",5108,NA,79.461
"1678",7662,NA,77.5769
"1679",8263,NA,87.9756
"1680",8865,NA,96.9645
"1681",9827,NA,92.6067
"1682",10429,NA,93.1214
"1683",11235,NA,99.7783
"1684",12408,NA,80.1269
"1685",13012,NA,98.6755
"1686",13615,NA,97.5034
"1687",14219,NA,83.506
"1688",5312,NA,72.0191
"1689",6830,NA,87.6227
"1690",7653,NA,88.8176
"1691",8256,NA,73.6614
"1692",8875,NA,97.6804
"1693",11279,NA,99.3339
"1694",11922,NA,96.679
"1695",12574,NA,74.8923
"1696",14003,NA,80.5577
"1697",14611,NA,93.9182
"1698",15235,100,100
"1699",16983,NA,98.9784
"1700",17585,NA,83.0137
"1701",18785,NA,94.7471
"1702",19386,NA,94.9119
"1703",19988,100,100
"1704",20590,NA,98.9749
"1705",21192,100,100
"1706",21894,NA,94.1638
"1707",22671,NA,93.6297
"1708",23273,NA,82.54
"1709",23876,100,100
"1710",24478,NA,78.5679
"1711",26541,NA,97.8498
"1712",27144,NA,99.6667
"1713",27746,NA,95.4334
"1714",28495,100,100
"1715",29099,NA,99.8335
"1716",29700,NA,98.4263
"1717",30491,NA,91.0291
"1718",31093,NA,98.9285
"1719",31964,NA,95.0673
"1720",32565,NA,98.4263
"1721",33168,NA,89.6145
"1722",34016,NA,83.6576
"1723",34618,NA,87.9871
"1724",2324,NA,74.2818
"1725",4284,NA,84.8776
"1726",5594,NA,76.5842
"1727",6196,NA,96.6865
"1728",7687,NA,95.0057
"1729",8848,NA,88.0806
"1730",9491,NA,68.313
"1731",10093,100,100
"1732",11128,NA,95.8597
"1733",12356,100,100
"1734",13045,NA,82.3005
"1735",13647,NA,95.8745
"1736",14249,NA,98.3985
"1737",14851,NA,97.9705
"1738",16751,100,100
"1739",17353,NA,89.1516
"1740",17955,100,100
"1741",19176,NA,83.9648
"1742",19783,NA,94.6683
"1743",20399,NA,94.2216
"1744",21002,NA,93.0296
"1745",21604,NA,96.3954
"1746",22206,NA,81.9679
"1747",26550,100,100
"1748",27152,NA,98.9247
"1749",29767,NA,73.4649
"1750",30625,NA,94.2375
"1751",31228,NA,93.7234
"1752",31830,NA,97.3514
"1753",35324,NA,92.8483
"1754",35926,NA,97.3688
"1755",3448,NA,72.5242
"1756",4051,NA,75.3291
"1757",4684,NA,75.2661
"1758",6205,NA,99.5012
"1759",7302,NA,86.6899
"1760",7904,NA,82.5253
"1761",8508,NA,99.8335
"1762",9109,NA,96.8417
"1763",11289,NA,86.9902
"1764",12142,NA,78.837
"1765",12749,NA,95.5224
"1766",13450,NA,99.6672
"1767",14051,NA,98.9436
"1768",25098,NA,99.5001
"1769",27337,NA,99.5012
"1770",27938,NA,86.0453
"1771",28760,NA,74.7289
"1772",29373,NA,94.4394
"1773",29975,NA,90.195
"1774",30578,NA,93.9442
"1775",32487,NA,94.9989
"1776",34244,NA,83.8392
"1777",34846,NA,92.1606
"1778",35516,NA,70.5876
"1779",4876,NA,93.1068
"1780",10316,NA,99.1668
"1781",10917,NA,74.1008
"1782",11744,NA,96.4772
"1783",14474,NA,72.4801
"1784",15299,NA,95.278
"1785",16075,100,100
"1786",16815,NA,77.1279
"1787",17432,NA,86.3676
"1788",18034,NA,93.4107
"1789",18636,NA,99.6579
"1790",19265,NA,95.5731
"1791",19866,NA,91.9706
"1792",20528,NA,81.3974
"1793",23042,NA,93.0319
"1794",23814,NA,84.1494
"1795",24415,NA,77.8055
"1796",26106,100,100
"1797",28100,NA,99.8335
"1798",29480,NA,98.9247
"1799",30489,NA,77.4531
"1800",31124,NA,98.3172
"1801",31725,NA,99.6571
"1802",32327,NA,78.2881
"1803",32929,NA,95.0078
"1804",35162,NA,95.1852
"1805",3918,NA,81.2309
"1806",5953,NA,71.7741
"1807",8951,NA,97.8796
"1808",11525,NA,98.9436
"1809",12127,NA,83.8664
"1810",16133,NA,96.7733
"1811",16828,NA,74.1317
"1812",17551,NA,95.9471
"1813",18551,NA,99.7783
"1814",19248,NA,86.3452
"1815",19849,NA,93.6694
"1816",20453,NA,83.2658
"1817",21154,NA,99.438
"1818",23915,NA,89.2659
"1819",25167,NA,82.2582
"1820",25769,100,100
"1821",26719,100,100
"1822",27324,NA,98.6716
"1823",27925,NA,95.5404
"1824",28583,NA,95.4908
"1825",29319,99,99
"1826",30095,100,100
"1827",30697,NA,68.8715
"1828",31299,NA,86.1305
"1829",31901,NA,89.4953
"1830",32751,NA,85.2788
"1831",33353,NA,98.8053
"1832",34024,NA,99.4633
"1833",35631,NA,89.6103
"1834",3651,NA,81.2046
"1835",4253,NA,89.4186
"1836",5654,NA,69.6575
"1837",7092,NA,72.6732
"1838",7706,NA,98.2988
"1839",8308,NA,76.6127
"1840",26655,NA,96.1567
"1841",27368,100,100
"1842",27984,NA,98.9247
"1843",28866,NA,97.6933
"1844",30654,NA,90.9948
"1845",31257,NA,90.1149
"1846",32280,NA,82.3013
"1847",33731,NA,98.4664
"1848",34333,NA,99.1449
"1849",34935,NA,99.6571
"1850",4143,NA,79.4095
"1851",4745,NA,94.4678
"1852",7074,NA,84.5154
"1853",7676,NA,88.8113
"1854",8278,NA,96.4833
"1855",9375,100,100
"1856",10125,NA,98.3471
"1857",10726,NA,99.6579
"1858",12656,100,100
"1859",13258,100,100
"1860",14489,NA,88.1003
"1861",25350,NA,99.1677
"1862",25951,NA,99.6579
"1863",26977,NA,84.5154
"1864",27903,100,100
"1865",28726,NA,98.0005
"1866",29634,100,100
"1867",33099,NA,96.3097
"1868",33701,NA,80.0778
"1869",34997,NA,99.7783
"1870",35600,NA,96.4521
"1871",2778,NA,87.721
"1872",4264,NA,87.3381
"1873",7620,NA,99.5001
"1874",8446,NA,78.3164
"1875",9237,NA,99.6672
"1876",9838,NA,77.672
"1877",10470,NA,98.9247
"1878",11073,NA,87.2142
"1879",11677,NA,99.8335
"1880",12423,NA,96.6471
"1881",13150,NA,98.347
"1882",14494,NA,91.7088
"1883",27310,NA,70.4754
"1884",28717,NA,99.8335
"1885",29632,100,100
"1886",30234,NA,98.9285
"1887",31407,NA,72.0191
"1888",32008,NA,95.0475
"1889",32610,NA,91.5095
"1890",5161,NA,78.446
"1891",6901,NA,94.8447
"1892",7584,NA,67.9578
"1893",8186,NA,88.4034
"1894",8788,100,100
"1895",9826,NA,96.7627
"1896",10429,100,100
"1897",12060,NA,99.1668
"1898",12832,NA,99.8288
"1899",14691,NA,84.5154
"1900",20465,NA,92.8148
"1901",35788,NA,68.313
"1902",11211,NA,84.4516
"1903",11888,100,100
"1904",12902,100,100
"1905",19866,NA,68.9757
"1906",20467,NA,98.9247
"1907",21069,NA,99.486
"1908",22241,NA,98.3158
"1909",22844,NA,90.5988
"1910",28248,100,100
"1911",28926,NA,93.7736
"1912",29546,100,100
"1913",30149,NA,98.9285
"1914",30751,NA,84.8623
"1915",31367,NA,97.8345
"1916",31968,NA,77.4832
"1917",32570,NA,87.372
"1918",33172,NA,93.3418
"1919",35311,NA,97.9573
"1920",35912,NA,86.8344
"1921",5702,NA,99.7783
"1922",6327,NA,68.6597
"1923",9371,NA,99.6672
"1924",9973,NA,98.9247
"1925",10982,100,100
"1926",12952,NA,87.9664
"1927",13555,NA,97.413
"1928",14157,NA,94.3638
"1929",15936,NA,93.7289
"1930",16566,100,100
"1931",17168,NA,97.3059
"1932",17970,NA,73.8132
"1933",20675,100,100
"1934",21277,NA,82.6789
"1935",22226,NA,93.9739
"1936",23024,NA,98.2988
"1937",23627,NA,84.3345
"1938",24230,NA,99.486
"1939",24832,NA,85.7635
"1940",25434,NA,70.8326
"1941",26066,NA,98.9285
"1942",27232,NA,98.9247
"1943",28758,NA,99.6667
"1944",29974,NA,89.2028
"1945",30581,NA,78.6076
"1946",31184,NA,82.8508
"1947",31786,NA,91.5833
"1948",32857,NA,70.1207
"1949",33552,NA,82.0303
"1950",34800,NA,98.9285
"1951",35416,NA,87.9179
"1952",11662,NA,98.9247
"1953",12984,NA,99.6667
"1954",13776,100,100
"1955",14379,NA,74.6202
"1956",14982,NA,99.5001
"1957",15583,NA,94.2223
"1958",16185,NA,75.5148
"1959",17313,NA,82.102
"1960",18446,100,100
"1961",19048,NA,96.2711
"1962",19650,NA,86.321
"1963",20629,100,100
"1964",22058,NA,88.6376
"1965",22660,NA,92.5681
"1966",23463,NA,73.3671
"1967",24072,NA,98.3985
"1968",24674,100,100
"1969",25276,NA,97.8038
"1970",25878,NA,98.9247
"1971",26480,NA,98.6409
"1972",27536,NA,98.8095
"1973",28529,100,100
"1974",29170,100,100
"1975",30618,NA,89.673
"1976",31860,100,100
"1977",33408,NA,99.1449
"1978",34229,100,100
"1979",34831,NA,93.9962
"1980",2705,NA,81.0279
"1981",3307,NA,94.0263
"1982",5765,NA,68.196
"1983",7352,NA,99.6672
"1984",8092,NA,99.486
"1985",9963,NA,80.6235
"1986",10566,100,100
"1987",11448,100,100
"1988",12213,NA,96.8633
"1989",12817,NA,99.8335
